frame,e_y,e_y_dot,e_phi,e_phi_dot,timestamp
433,2.702278,-0.698665,-0.778591,-0.063879,1620812679268617120
434,2.699385,-0.769356,-0.779115,-0.060388,1620812679288508064
435,2.697908,-0.787032,-0.780860,-0.058294,1620812679307431424
436,2.786223,-0.713421,-0.782955,-0.039444,1620812679331603520
437,2.783212,-0.793378,-0.784351,-0.046949,1620812679349023296
438,2.781675,-0.778507,-0.785049,-0.038572,1620812679367952736
439,2.857411,-0.778916,-0.785398,-0.036477,1620812679388230784
440,2.855869,-0.669140,-0.785573,-0.029147,1620812679405150816
441,2.930107,-0.811177,-0.786096,-0.033510,1620812679427743424
442,2.934900,-0.732567,-0.786096,-0.027227,1620812679446339776
443,3.066202,-0.906669,-0.786969,-0.029496,1620812679466750560
444,3.072548,-0.890472,-0.786620,-0.023387,1620812679491138080
445,3.069490,-0.882152,-0.786271,-0.024260,1620812679506588896
446,3.145201,-0.856427,-0.786271,-0.012217,1620812679527622272
447,3.150034,-0.863839,-0.785922,-0.014137,1620812679546064000
448,3.140664,-0.910052,-0.785224,-0.012566,1620812679571241472
449,3.214779,-0.903135,-0.785922,0.003491,1620812679589344448
450,3.214779,-0.903135,-0.785922,0.003491,1620812679604842912
451,3.203961,-0.934561,-0.784351,-0.002793,1620812679627075520
452,3.285801,-0.993007,-0.781384,-0.011519,1620812679645173632
453,3.284339,-0.890736,-0.780860,-0.006109,1620812679669229248
454,3.275062,-0.857937,-0.779639,-0.007330,1620812679686224832
455,3.270857,-0.824155,-0.777544,-0.004538,1620812679705640832
456,3.263079,-0.916511,-0.776846,-0.004538,1620812679728930016
457,3.344686,-0.861681,-0.776497,0.004363,1620812679747300160
458,3.343322,-0.830185,-0.776148,0.017104,1620812679768118208
459,3.332890,-0.848529,-0.774054,0.015882,1620812679789130656
460,3.409199,-0.801012,-0.773181,0.021642,1620812679807864896
461,3.407838,-0.814513,-0.771610,0.018675,1620812679827463136
462,3.405236,-0.742841,-0.769690,0.033685,1620812679848755232
463,3.395041,-0.915260,-0.766374,0.033859,1620812679869647424
464,3.393845,-0.745637,-0.765501,0.039095,1620812679885864864
465,3.468373,-0.825597,-0.762185,0.032987,1620812679908342240
466,3.465998,-0.686484,-0.760440,0.042761,1620812679929439552
467,3.462627,-0.682452,-0.756775,0.049393,1620812679949222816
468,3.469195,-0.726442,-0.755553,0.045204,1620812679968150624
469,3.529035,-0.775251,-0.752237,0.052709,1620812679987378560
470,3.527962,-0.833601,-0.750841,0.045204,1620812680005599328
471,3.519327,-0.777796,-0.748223,0.054629,1620812680029087712
472,3.516475,-0.779824,-0.743859,0.058643,1620812680046727616
473,3.516488,-0.725900,-0.742289,0.057596,1620812680067830752
474,3.506510,-0.745301,-0.737751,0.059516,1620812680094833888
475,3.573797,-0.640351,-0.736180,0.054629,1620812680105931904
476,3.571353,-0.720446,-0.731467,0.060912,1620812680127857664
477,3.571329,-0.667484,-0.729897,0.058992,1620812680146006464
478,3.570600,-0.731274,-0.728326,0.062134,1620812680164350624
479,3.554529,-0.718127,-0.723439,0.060912,1620812680185734944
480,3.553984,-0.728976,-0.720472,0.062134,1620812680203932192
481,3.612013,-0.732531,-0.717505,0.066672,1620812680227629984
482,3.611362,-0.707026,-0.714189,0.072082,1620812680244584608
483,3.603061,-0.717265,-0.710873,0.066846,1620812680266683296
484,3.602196,-0.699277,-0.707731,0.076445,1620812680286174208
485,3.601169,-0.707683,-0.703019,0.079587,1620812680306866752
486,3.586924,-0.759386,-0.699528,0.077318,1620812680328315328
487,3.657883,-0.720047,-0.696037,0.085172,1620812680345653920
488,3.657606,-0.655379,-0.694292,0.086917,1620812680370439296
489,3.650069,-0.745773,-0.689056,0.090234,1620812680392049632
490,3.649937,-0.750377,-0.687311,0.090059,1620812680407236256
491,3.649849,-0.766085,-0.683645,0.093375,1620812680427125728
492,3.635831,-0.767738,-0.679806,0.095295,1620812680444683616
493,3.635974,-0.728756,-0.675966,0.102102,1620812680466162976
494,3.684564,-1.040257,-0.671952,0.095470,1620812680484245664
495,3.684693,-0.968416,-0.668112,0.100007,1620812680504981344
496,3.677914,-1.113515,-0.664447,0.096866,1620812680528518144
497,3.671521,-1.028789,-0.660607,0.103498,1620812680545909152
498,3.672159,-1.108928,-0.656593,0.105592,1620812680565376416
499,3.665837,-1.043554,-0.652230,0.103673,1620812680587433760
500,3.652945,-1.121276,-0.647517,0.113446,1620812680607846784
501,3.713652,-1.103418,-0.644201,0.109432,1620812680626332416
502,3.707899,-1.112202,-0.637220,0.115715,1620812680646040832
503,3.708474,-1.108776,-0.634951,0.114668,1620812680666299360
504,3.695907,-1.062859,-0.627795,0.120777,1620812680691177792
505,3.690140,-1.090534,-0.625351,0.119555,1620812680709665056
506,3.678029,-1.135295,-0.618196,0.125838,1620812680727717120
507,3.671605,-1.075943,-0.615752,0.137357,1620812680747678784
508,3.672560,-1.010898,-0.613309,0.138405,1620812680767047552
509,3.654607,-0.975768,-0.605629,0.145037,1620812680785077760
510,3.649539,-0.950295,-0.600219,0.143990,1620812680806751456
511,3.637162,-0.961076,-0.594983,0.153764,1620812680826058400
512,3.639838,-0.971297,-0.589572,0.150622,1620812680844827104
513,3.635204,-0.940541,-0.584336,0.159523,1620812680867277984
514,3.630643,-0.948992,-0.580846,0.157254,1620812680885204192
515,3.680738,-0.935853,-0.575610,0.161268,1620812680911230112
516,3.668564,-0.959319,-0.571944,0.157080,1620812680928417568
517,3.665634,-0.901817,-0.566534,0.156905,1620812680946589344
518,3.665620,-0.966921,-0.564614,0.158999,1620812680968694848
519,3.657121,-0.897293,-0.559203,0.159698,1620812680985955424
520,3.651256,-0.783375,-0.557458,0.165981,1620812681008235040
521,3.653046,-0.764627,-0.555713,0.164934,1620812681027995584
522,3.695722,-0.738538,-0.551350,0.172613,1620812681044138848
523,3.685789,-0.731774,-0.545415,0.173660,1620812681072014432
524,3.679972,-0.772195,-0.543496,0.179071,1620812681087772064
525,3.670378,-0.786360,-0.537387,0.184656,1620812681107985280
526,3.653328,-0.832409,-0.535118,0.193208,1620812681127886272
527,3.644208,-0.760252,-0.528660,0.196524,1620812681146300064
528,3.646412,-0.810333,-0.526566,0.190066,1620812681167719584
529,3.624371,-0.738908,-0.519759,0.206298,1620812681187224832
530,3.618941,-0.808376,-0.517316,0.194604,1620812681207626688
531,3.659478,-0.742801,-0.510160,0.209614,1620812681229018016
532,3.653956,-0.755179,-0.507891,0.205251,1620812681245975776
533,3.640082,-0.741164,-0.500909,0.210312,1620812681266968096
534,3.642589,-0.738260,-0.498641,0.209265,1620812681288545600
535,3.639820,-0.727289,-0.493928,0.215723,1620812681307886848
536,3.624038,-0.696844,-0.489390,0.214675,1620812681325540768
537,3.621584,-0.676460,-0.484678,0.206123,1620812681347365376
538,3.619272,-0.656565,-0.480140,0.215723,1620812681369368576
539,3.599008,-0.724033,-0.473159,0.214850,1620812681391444352
540,3.599008,-0.724033,-0.473159,0.214850,1620812681404187360
541,3.579129,-0.709784,-0.466003,0.214850,1620812681426716160
542,3.574240,-0.710678,-0.463734,0.220261,1620812681444226656
543,3.611905,-0.671963,-0.455356,0.220086,1620812681467598944
544,3.600310,-0.715949,-0.447851,0.221133,1620812681490816992
545,3.595445,-0.663485,-0.445408,0.228638,1620812681507061696
546,3.576285,-0.686951,-0.437554,0.231954,1620812681527053280
547,3.571554,-0.596273,-0.434936,0.242601,1620812681545848608
548,3.552919,-0.667671,-0.426908,0.243648,1620812681566479360
549,3.548329,-0.634305,-0.424290,0.253247,1620812681586000960
550,3.539237,-0.655942,-0.418530,0.249058,1620812681605348672
551,3.521324,-0.646382,-0.412945,0.256389,1620812681628332224
552,3.516522,-0.621863,-0.404218,0.265988,1620812681648704608
553,3.516161,-0.637802,-0.401251,0.265988,1620812681665798304
554,3.495472,-0.625303,-0.395317,0.268257,1620812681685126112
555,3.486953,-0.659650,-0.389383,0.271399,1620812681705138592
556,3.507999,-0.638744,-0.383274,0.278729,1620812681726639264
557,3.503550,-0.614776,-0.374024,0.285187,1620812681746140416
558,3.495311,-0.595197,-0.370882,0.286234,1620812681766432960
559,3.470643,-0.564114,-0.361458,0.286234,1620812681784843392
560,3.466620,-0.570308,-0.358316,0.278729,1620812681804669504
561,3.442486,-0.469136,-0.348891,0.291470,1620812681830707616
562,3.434837,-0.548252,-0.345750,0.284140,1620812681846747360
563,3.431027,-0.512799,-0.342608,0.288328,1620812681871009312
564,3.407655,-0.492882,-0.333009,0.284140,1620812681886357888
565,3.403948,-0.480881,-0.326726,0.297928,1620812681906173792
566,3.389714,-0.491186,-0.320268,0.288328,1620812681931951424
567,3.382760,-0.481887,-0.313810,0.295833,1620812681945654208
568,3.369197,-0.457463,-0.307527,0.285187,1620812681973371744
569,3.348787,-0.453540,-0.301069,0.295833,1620812681986608128
570,3.344398,-0.432456,-0.294612,0.291470,1620812682005041728
571,3.341332,-0.449609,-0.288328,0.288328,1620812682028366624
572,3.320344,-0.438443,-0.281871,0.294786,1620812682046011488
573,3.314436,-0.453696,-0.275587,0.285187,1620812682065438976
574,3.323714,-0.437155,-0.270352,0.287107,1620812682085646368
575,3.314625,-0.434869,-0.263894,0.282918,1620812682106468416
576,3.291265,-0.396720,-0.257611,0.282918,1620812682130025280
577,3.282639,-0.384531,-0.251327,0.280823,1620812682145565024
578,3.276981,-0.379819,-0.245044,0.281871,1620812682170517120
579,3.260114,-0.357961,-0.238936,0.287107,1620812682187252512
580,3.252237,-0.354990,-0.232478,0.275413,1620812682207227168
581,3.229617,-0.336345,-0.226369,0.285012,1620812682229903744
582,3.219805,-0.341733,-0.217119,0.283965,1620812682245279904
583,3.219805,-0.309165,-0.217119,0.283965,1620812682266517376
584,3.197245,-0.299374,-0.204727,0.285012,1620812682286146720
585,3.195086,-0.282378,-0.201586,0.279602,1620812682307827584
586,3.171185,-0.268503,-0.192335,0.280649,1620812682328176448
587,3.167080,-0.263791,-0.189194,0.279602,1620812682346081696
588,3.143655,-0.237319,-0.179943,0.281696,1620812682366797440
589,3.141808,-0.235203,-0.176802,0.278555,1620812682386532512
590,3.140103,-0.212384,-0.170693,0.275238,1620812682406743840
591,3.124259,-0.202164,-0.161443,0.277333,1620812682428095616
592,3.127730,-0.186771,-0.159698,0.276460,1620812682447776320
593,3.123899,-0.170626,-0.150447,0.277507,1620812682465992992
594,3.101109,-0.151498,-0.147306,0.278555,1620812682487610368
595,3.099423,-0.160388,-0.144164,0.278555,1620812682505777920
596,3.082718,-0.133164,-0.131772,0.277507,1620812682535115680
597,3.082718,-0.133164,-0.131772,0.277507,1620812682544518880
598,3.069528,-0.115169,-0.122348,0.276460,1620812682566576832
599,3.057955,-0.098776,-0.119381,0.278729,1620812682585538144
600,3.044107,-0.088440,-0.109956,0.276635,1620812682607489760
601,3.014012,-0.062861,-0.100705,0.282045,1620812682631800928
602,3.011933,-0.067809,-0.097564,0.278904,1620812682644071328
603,3.011079,-0.046798,-0.091281,0.282220,1620812682668949792
604,2.989703,-0.027409,-0.081856,0.283267,1620812682685831616
605,2.988956,-0.022883,-0.078714,0.283267,1620812682704892768
606,2.975011,-0.021693,-0.069464,0.287456,1620812682730870336
607,2.974141,-0.014893,-0.066323,0.287281,1620812682751083168
608,2.973312,-0.011503,-0.063181,0.280998,1620812682765576416
609,2.943572,0.010655,-0.053756,0.281871,1620812682786456128
610,2.942343,0.019011,-0.047647,0.283092,1620812682805961952
611,2.913463,0.032504,-0.041364,0.278555,1620812682829221280
612,2.913059,0.043463,-0.035256,0.282918,1620812682844525824
613,2.903097,0.050652,-0.029147,0.276460,1620812682868489216
614,2.893664,0.060511,-0.023038,0.280823,1620812682885726432
615,2.884228,0.066129,-0.016930,0.277507,1620812682908089952
616,2.866178,0.088942,-0.007679,0.275413,1620812682928369792
617,2.857560,0.092572,-0.004887,0.279602,1620812682950716096
618,2.857251,0.101710,0.001222,0.274366,1620812682971851488
619,2.830341,0.110161,0.007156,0.277507,1620812682991367456
620,2.821660,0.119366,0.013265,0.277507,1620812683005067264
621,2.813042,0.137897,0.019373,0.275413,1620812683029250240
622,2.804900,0.147202,0.025307,0.273144,1620812683045319360
623,2.805666,0.154675,0.031241,0.279427,1620812683067720416
624,2.780671,0.177653,0.040317,0.278380,1620812683088725632
625,2.772308,0.184319,0.043459,0.282569,1620812683104674848
626,2.755709,0.197821,0.049567,0.271748,1620812683126976544
627,2.750957,0.197995,0.053058,0.282394,1620812683146106336
628,2.742847,0.220374,0.061959,0.282220,1620812683167061760
629,2.726226,0.227651,0.065101,0.282394,1620812683185278528
630,2.711231,0.248682,0.074176,0.285710,1620812683206105824
631,2.696844,0.275701,0.083252,0.277333,1620812683227920800
632,2.688874,0.278813,0.086219,0.280474,1620812683244718592
633,2.689923,0.284955,0.092328,0.279427,1620812683269794432
634,2.667519,0.291324,0.098262,0.280823,1620812683285003040
635,2.668858,0.306993,0.104371,0.276635,1620812683306553472
636,2.645939,0.304614,0.110479,0.283092,1620812683327592864
637,2.635686,0.338831,0.117286,0.273668,1620812683345977632
638,2.620227,0.317817,0.123395,0.284489,1620812683366302272
639,2.604968,0.365910,0.129503,0.276984,1620812683386406144
640,2.592939,0.366130,0.135612,0.284314,1620812683405438880
641,2.594425,0.368329,0.141721,0.281173,1620812683426594112
642,2.570939,0.364005,0.147829,0.282220,1620812683446162048
643,2.576028,0.372675,0.154113,0.287456,1620812683468097056
644,2.553031,0.391105,0.160221,0.279078,1620812683490212192
645,2.547981,0.402862,0.166330,0.284140,1620812683505945408
646,2.525428,0.409932,0.172613,0.284140,1620812683527455264
647,2.502877,0.410890,0.179769,0.284140,1620812683544896128
648,2.497824,0.409782,0.185878,0.283092,1620812683572121472
649,2.477384,0.435374,0.195128,0.278904,1620812683589281504
650,2.470678,0.427750,0.198269,0.279951,1620812683606911456
651,2.459693,0.427516,0.204378,0.275762,1620812683627033344
652,2.449119,0.451759,0.213454,0.280125,1620812683646926912
653,2.449155,0.449183,0.216421,0.271573,1620812683667316960
654,2.424056,0.472165,0.225497,0.275762,1620812683687614240
655,2.395236,0.521028,0.227940,0.267035,1620812683706830592
656,2.373824,0.527827,0.233874,0.268083,1620812683727689984
657,2.370020,0.538457,0.242601,0.264941,1620812683747843072
658,2.363901,0.535452,0.245393,0.271224,1620812683767018112
659,2.348670,0.564156,0.254294,0.266861,1620812683790437664
660,2.345674,0.562945,0.260229,0.265814,1620812683810443488
661,2.325539,0.568982,0.265988,0.271224,1620812683828147584
662,2.322862,0.576122,0.268955,0.268083,1620812683845069152
663,2.317311,0.596918,0.271922,0.266861,1620812683874980512
664,2.273193,0.605634,0.279253,0.271573,1620812683887056448
665,2.262039,0.609188,0.285187,0.274715,1620812683905309632
666,2.245748,0.658476,0.294263,0.269479,1620812683928111040
667,2.240436,0.663401,0.297230,0.274889,1620812683947432640
668,2.235184,0.674330,0.300197,0.280125,1620812683966025056
669,2.219782,0.633647,0.309098,0.281173,1620812683985848032
670,2.218358,0.658570,0.315206,0.272620,1620812684006431296
671,2.173265,0.639630,0.321664,0.281173,1620812684027711424
672,2.163138,0.654845,0.327598,0.275762,1620812684046077280
673,2.153250,0.637190,0.333707,0.277856,1620812684067801312
674,2.135144,0.662733,0.339816,0.282045,1620812684087040992
675,2.134222,0.671590,0.345924,0.276809,1620812684106664288
676,2.120607,0.657000,0.355000,0.283092,1620812684127001504
677,2.124694,0.701401,0.360934,0.280998,1620812684146535520
678,2.111967,0.666065,0.364076,0.280998,1620812684172389536
679,2.058623,0.680022,0.372279,0.278031,1620812684186440416
680,2.049981,0.639275,0.375420,0.280125,1620812684207579168
681,2.041445,0.665775,0.384322,0.276984,1620812684226321440
682,2.033226,0.638619,0.387289,0.274889,1620812684246055968
683,2.025285,0.704621,0.396015,0.275937,1620812684267860928
684,2.005442,0.728710,0.401949,0.257785,1620812684288736640
685,1.953719,0.745116,0.407883,0.268257,1620812684307015424
686,1.941615,0.744946,0.410676,0.263894,1620812684329135328
687,1.930398,0.769746,0.419403,0.276809,1620812684347159360
688,1.923243,0.739951,0.425337,0.266337,1620812684369658912
689,1.923243,0.739951,0.425337,0.266337,1620812684384365600
690,1.912992,0.803733,0.434063,0.269479,1620812684408853408
691,1.909707,0.777472,0.437030,0.275937,1620812684427672064
692,1.839104,0.819531,0.444884,0.275587,1620812684444977088
693,1.832496,0.756064,0.450819,0.283791,1620812684466809568
694,1.826154,0.869099,0.456927,0.282569,1620812684484844736
695,1.823110,0.823127,0.463210,0.282569,1620812684505579584
696,1.814304,0.878935,0.469494,0.284663,1620812684527782464
697,1.811637,0.864379,0.475602,0.283791,1620812684547278208
698,1.751667,0.895970,0.483980,0.295659,1620812684565378304
699,1.725006,0.910430,0.490088,0.292517,1620812684586034240
700,1.722324,0.944375,0.493056,0.290423,1620812684605899808
701,1.706826,0.978620,0.502306,0.292692,1620812684626688000
702,1.704440,0.973552,0.505447,0.290597,1620812684645030848
703,1.635002,1.006588,0.516617,0.286059,1620812684667573760
704,1.622475,1.005338,0.525693,0.290248,1620812684688082368
705,1.615952,1.057576,0.528660,0.291295,1620812684705565376
706,1.604334,0.976108,0.537910,0.293390,1620812684733701344
707,1.537535,1.025403,0.541925,0.290248,1620812684744524096
708,1.543158,1.003050,0.545066,0.288154,1620812684765521600
709,1.516209,1.078276,0.554491,0.294612,1620812684786921728
710,1.512709,1.055080,0.560949,0.289201,1620812684804845184
711,1.495956,1.104588,0.567232,0.291295,1620812684833000832
712,1.425245,1.075327,0.572992,0.286758,1620812684844251392
713,1.422058,1.079187,0.579100,0.295310,1620812684865481472
714,1.411664,1.180789,0.588700,0.282569,1620812684892725248
715,1.401644,1.126667,0.591667,0.292343,1620812684907237600
716,1.393171,1.178868,0.598124,0.278380,1620812684927709184
717,1.327950,1.115088,0.607200,0.279253,1620812684946794624
718,1.319452,1.186776,0.610167,0.281347,1620812684966283840
719,1.311058,1.130358,0.613134,0.282394,1620812684986709152
720,1.294645,1.131981,0.622210,0.281347,1620812685007050336
721,1.213253,1.104044,0.631111,0.279602,1620812685025495520
722,1.205210,1.102095,0.634078,0.282743,1620812685046821248
723,1.204499,1.023874,0.637220,0.282743,1620812685066541280
724,1.181773,1.093953,0.646121,0.280474,1620812685085900736
725,1.188196,1.024421,0.652230,0.282743,1620812685106961152
726,1.091518,1.110293,0.662178,0.285361,1620812685128746656
727,1.091518,1.110293,0.662178,0.285361,1620812685146567328
728,1.090774,1.150030,0.671254,0.284314,1620812685164492640
729,1.076716,1.154362,0.674221,0.285361,1620812685186857568
730,0.999774,1.175215,0.683820,0.288677,1620812685207222208
731,0.999730,1.221051,0.686962,0.287630,1620812685227890720
732,0.979146,1.200652,0.696386,0.288677,1620812685244545344
733,0.972283,1.247004,0.699353,0.287630,1620812685270718816
734,0.880388,1.243945,0.711222,0.285536,1620812685284509472
735,0.874317,1.274689,0.717330,0.289725,1620812685305118400
736,0.861309,1.306073,0.723614,0.286409,1620812685329372000
737,0.782163,1.323513,0.730071,0.285536,1620812685344643456
738,0.769275,1.303717,0.736180,0.283267,1620812685364987328
739,0.756678,1.276010,0.742289,0.296008,1620812685385733152
740,0.750996,1.337772,0.748572,0.280998,1620812685407710560
741,0.752112,1.294474,0.754680,0.291819,1620812685425630912
742,0.657490,1.300715,0.758869,0.289376,1620812685446405408
743,0.653125,1.314498,0.768119,0.290423,1620812685465734688
744,0.653146,1.318919,0.771086,0.286059,1620812685485575808
745,0.560154,1.347363,0.778242,0.279602,1620812685505533440
746,0.555083,1.391145,0.781384,0.275238,1620812685526567872
747,0.542364,1.357525,0.790285,0.281696,1620812685544095200
748,0.461618,1.339326,0.799535,0.289201,1620812685567705280
749,0.436450,1.390069,0.802677,0.284838,1620812685589073824
750,0.438190,1.402902,0.805819,0.286932,1620812685604653920
751,0.342778,1.433627,0.815243,0.297230,1620812685627396864
752,0.344604,1.394074,0.821526,0.298277,1620812685645238944
753,0.334325,1.357522,0.824668,0.296008,1620812685667446720
754,0.238444,1.392725,0.836362,0.300022,1620812685686680160
755,0.228535,1.468713,0.842296,0.292517,1620812685708260320
756,0.135938,1.438738,0.850499,0.291819,1620812685727144288
757,0.138128,1.437263,0.856259,0.281173,1620812685743646496
758,0.131138,1.359826,0.862193,0.272795,1620812685766581888
759,0.031850,1.423668,0.869698,0.271922,1620812685793159456
760,0.037071,1.497460,0.872490,0.265465,1620812685806021760
761,0.025530,1.461990,0.878075,0.272969,1620812685825707680
762,-0.068505,1.468360,0.882438,0.275413,1620812685844108992
763,-0.077240,1.445207,0.890991,0.276460,1620812685866827936
764,-0.074304,1.431296,0.893783,0.280649,1620812685885209312
765,-0.182935,1.419076,0.905128,0.301767,1620812685904418400
766,-0.278137,1.609152,0.916123,0.294088,1620812685927884704
767,-0.274999,1.494299,0.919090,0.297404,1620812685944392032
768,-0.282824,1.692460,0.922232,0.291994,1620812685965090496
769,-0.391532,1.787253,0.934449,0.295833,1620812685990011200
770,-0.476944,1.769543,0.940558,0.294961,1620812686005774400
771,-0.487785,1.756270,0.943874,0.290597,1620812686026870144
772,-0.500274,1.855377,0.946841,0.286409,1620812686046810432
773,-0.596966,1.823132,0.955568,0.304036,1620812686066676512
774,-0.709935,1.883609,0.967960,0.304036,1620812686090937248
775,-0.711280,1.879122,0.970927,0.300720,1620812686104181952
776,-0.712488,1.767731,0.974068,0.296531,1620812686125953408
777,-0.815110,1.815785,0.985413,0.295833,1620812686146181632
778,-0.816057,1.850362,0.988380,0.297055,1620812686165415680
779,-0.923976,1.888634,0.999201,0.275238,1620812686186186624
780,-1.021605,1.779275,1.005833,0.285012,1620812686205395168
781,-1.037053,1.768475,1.011767,0.276460,1620812686225966176
782,-27.780007,3.999296,2.569997,0.286758,1620812686245438592
783,-1.135999,1.554029,1.025206,0.281522,1620812686266728960
784,-1.249207,1.532395,1.032362,0.289725,1620812686286955712
785,-27.520163,3.746346,2.584309,0.279427,1620812686304291744
786,-1.353295,1.472898,1.042660,0.278729,1620812686326576352
787,-1.457599,1.608965,1.050339,0.276809,1620812686346895680
788,-1.462040,1.514792,1.058891,0.273668,1620812686367203872
789,-1.576065,1.682142,1.065349,0.272446,1620812686383930272
790,-1.685233,1.799219,1.072330,0.283965,1620812686406616960
791,-1.680099,1.771440,1.075297,0.279602,1620812686425157248
792,-26.643015,4.049922,2.650632,0.283965,1620812686446356544
793,-1.885302,1.849505,1.091180,0.273842,1620812686466744640
794,-2.000071,1.854312,1.094321,0.272795,1620812686485904256
795,-26.317491,4.314116,2.684491,0.277507,1620812686508002944
796,-2.104170,1.846920,1.103921,0.266337,1620812686525471904
797,-2.219234,1.893746,1.112822,0.262498,1620812686545528064
798,-2.320422,1.910285,1.116313,0.276635,1620812686564967488
799,-2.431737,1.880060,1.125039,0.253422,1620812686585822528
800,-25.795673,4.359251,2.738073,0.266861,1620812686607614496
801,-2.535616,1.806141,1.136209,0.243473,1620812686624604320
802,-2.647214,1.832565,1.139700,0.246790,1620812686644559552
803,-2.749005,1.725428,1.144761,0.245917,1620812686668498528
804,-2.864863,1.770437,1.151394,0.237190,1620812686684794400
805,-2.970765,1.697673,1.157328,0.233874,1620812686707901760
806,-25.355714,4.234603,2.783975,0.286059,1620812686726123808
807,-3.080513,1.987411,1.165007,0.227416,1620812686744897760
808,-3.172546,2.032907,1.171640,0.228638,1620812686765805344
809,-3.284880,1.994428,1.177050,0.223402,1620812686783855136
810,-3.397330,2.029477,1.184380,0.214675,1620812686804834432
811,-3.503434,1.948927,1.185951,0.217992,1620812686824468448
812,-3.616059,2.032608,1.193980,0.223402,1620812686844784512
813,-3.718634,1.988298,1.196249,0.216770,1620812686872020384
814,-24.891379,4.608453,2.791480,0.325678,1620812686884590784
815,-3.934163,1.855988,1.204277,0.214850,1620812686905147808
816,-4.139634,2.032382,1.209339,0.211359,1620812686928031712
817,-4.256273,1.900353,1.210037,0.217817,1620812686943717344
818,-4.369597,1.945063,1.215796,0.213454,1620812686973259264
819,-24.650319,3.960824,2.746974,0.337372,1620812686986550752
820,-4.696150,1.920319,1.223999,0.205076,1620812687005321280
821,-4.699456,1.862009,1.226094,0.208392,1620812687033029984
822,-4.912889,1.879850,1.230108,0.208392,1620812687047936704
823,-5.012888,1.806276,1.230283,0.207345,1620812687066492064
824,-5.129698,1.913066,1.236217,0.205251,1620812687086576448
825,-5.229817,1.891738,1.238660,0.208567,1620812687105047808
826,-5.451121,1.985069,1.243198,0.202109,1620812687126123136
827,-24.104740,4.069511,2.617121,0.358665,1620812687147589792
828,-5.776176,1.991694,1.247736,0.187972,1620812687165607264
829,-5.873636,1.946009,1.248958,0.201760,1620812687184893984
830,-5.987637,2.027968,1.253670,0.186052,1620812687205590560
831,-6.196405,1.932597,1.257161,0.184656,1620812687225318048
832,-6.302834,2.006983,1.258208,0.176278,1620812687245670240
833,-6.522429,1.934668,1.260477,0.177325,1620812687267846848
834,-6.626030,2.015392,1.263967,0.159872,1620812687283854272
835,-6.848765,1.921982,1.269552,0.161268,1620812687304767296
836,-23.566039,3.761720,2.494250,0.315905,1620812687326757984
837,-7.169864,1.817225,1.274788,0.146608,1620812687346066944
838,-7.273518,1.919449,1.274963,0.147306,1620812687364534752
839,-23.340792,3.325667,2.446253,0.307352,1620812687385727200
840,-7.597709,1.947778,1.278977,0.137706,1620812687405089248
841,-7.818465,1.955542,1.284562,0.138754,1620812687424615168
842,-8.031343,2.062185,1.285260,0.127060,1620812687445664896
843,-8.252418,2.013288,1.287006,0.131249,1620812687465465312
844,-8.353599,2.079199,1.288053,0.121649,1620812687484404320
845,-8.676138,1.967184,1.290846,0.124966,1620812687504157600
846,-22.798502,3.500906,2.336298,0.270875,1620812687525718304
847,-9.001353,1.908873,1.293289,0.115192,1620812687543454944
848,-22.622111,3.268423,2.309943,0.279776,1620812687567442912
849,-9.085785,1.844225,1.295558,0.099135,1620812687585561184
850,-22.468258,3.125943,2.281494,0.279776,1620812687604856672
851,-9.310023,1.771037,1.299223,0.118159,1620812687625354848
852,-9.510484,1.774067,1.301667,0.108385,1620812687645117792
853,-9.622657,1.617476,1.301317,0.105941,1620812687667458560
854,-9.833980,1.734839,1.299049,0.101229,1620812687682859808
855,-9.948491,1.761686,1.299747,0.106814,1620812687704062112
856,-21.895294,3.021238,2.191784,0.267734,1620812687726518208
857,-10.274419,1.894931,1.304459,0.098960,1620812687741456256
858,-10.485907,1.990641,1.307601,0.107687,1620812687773598176
859,-10.587403,1.917146,1.308997,0.100880,1620812687783616512
860,-10.803440,1.875803,1.307426,0.094248,1620812687805515424
861,-10.915736,1.863414,1.307950,0.095819,1620812687825761696
862,-11.116561,1.829314,1.311964,0.103498,1620812687845303456
863,-11.120992,1.856234,1.312488,0.102276,1620812687865186784
864,-11.324043,1.803295,1.312139,0.080111,1620812687888578816
865,-11.434172,1.815751,1.311615,0.078365,1620812687903983808
866,-11.648062,1.807473,1.315455,0.091630,1620812687924127360
867,-11.758240,1.784627,1.318247,0.081856,1620812687944432320
868,-11.974342,1.770156,1.317200,0.078889,1620812687965713728
869,-21.137156,2.825293,2.057918,0.235794,1620812687989940928
870,-21.137156,2.825293,2.057918,0.235794,1620812688003505024
871,-21.136989,2.971499,2.059489,0.231605,1620812688027741600
872,-21.136989,2.971499,2.059489,0.231605,1620812688042662784
873,-21.132400,2.870368,2.060885,0.232478,1620812688062795104
874,-21.127869,3.015358,2.061408,0.232478,1620812688083642816
875,-21.123131,2.893298,2.062630,0.227242,1620812688102118208
876,-21.127261,2.831873,2.062979,0.220959,1620812688123147360
877,-21.124713,2.801284,2.063503,0.215374,1620812688143678816
878,-21.128923,2.780649,2.063503,0.216421,1620812688170130560
879,-21.113463,2.688538,2.063852,0.209963,1620812688188696096
880,-21.117667,2.647261,2.063852,0.206822,1620812688202743872
