frame,e_y,e_y_dot,e_phi,e_phi_dot,index,u1/deg,u1_0,u1_1,u1_2,u1_3,u2,curvature,v_x,v_y,timestamp
136,0.108015,-0.038371,-0.003840,0.002094,0,0.492104,0.014874,-0.000487,-0.005838,0.000040,0.000000,0.032169,2.180000,-0.030000,1621684550963017460
137,0.106985,-0.038639,-0.003840,0.016057,0,0.499224,0.014732,-0.000491,-0.005838,0.000310,0.000000,0.032169,2.250000,-0.030000,1621684550984671012
138,0.117212,-0.041191,-0.004887,0.014486,0,0.485091,0.016140,-0.000523,-0.007430,0.000280,0.000000,0.032169,2.290000,-0.030000,1621684551004054098
139,0.116368,-0.040980,-0.004712,0.006458,0,0.484916,0.016024,-0.000520,-0.007165,0.000125,0.000000,0.032169,2.330000,-0.030000,1621684551027966879
140,0.116368,-0.040980,-0.004712,0.006458,0,0.484916,0.016024,-0.000520,-0.007165,0.000125,0.000000,0.032169,2.330000,-0.030000,1621684551043959044
141,0.125773,-0.046021,-0.002618,-0.010123,0,0.719561,0.017319,-0.000584,-0.003980,-0.000195,0.000000,0.032169,2.300000,-0.040000,1621684551062741674
142,0.124847,-0.044339,-0.001920,-0.008901,0,0.775643,0.017191,-0.000563,-0.002919,-0.000172,0.000000,0.032169,2.260000,-0.040000,1621684551084943107
143,0.135228,-0.036513,0.001571,-0.001222,0,1.175811,0.018621,-0.000464,0.002388,-0.000024,0.000000,0.032169,2.220000,-0.040000,1621684551102816600
144,0.134271,-0.035661,0.001920,-0.007156,0,1.192728,0.018489,-0.000453,0.002919,-0.000138,0.000000,0.032169,2.260000,-0.040000,1621684551123420100
145,0.144721,-0.037935,0.005411,-0.010996,0,1.573359,0.019928,-0.000482,0.008226,-0.000212,0.000000,0.032169,2.230000,-0.050000,1621684551142173431
146,0.143733,-0.037214,0.005760,-0.006109,0,1.601900,0.019792,-0.000473,0.008757,-0.000118,0.000000,0.032169,2.220000,-0.050000,1621684551163764395
147,0.151706,-0.036589,0.005934,-0.008029,0,1.678336,0.020890,-0.000465,0.009022,-0.000155,0.000000,0.032169,2.260000,-0.050000,1621684551183170495
148,0.153221,-0.031100,0.008552,-0.016406,0,1.913081,0.021099,-0.000395,0.013003,-0.000317,0.000000,0.032169,2.210000,-0.050000,1621684551202941615
149,0.152211,-0.031356,0.008552,-0.006109,0,1.916311,0.020959,-0.000398,0.013003,-0.000118,0.000000,0.032169,2.180000,-0.050000,1621684551224154047
150,0.153719,-0.029557,0.009250,0.003491,0,2.000951,0.021167,-0.000375,0.014064,0.000067,0.000000,0.032169,2.210000,-0.050000,1621684551242304754
151,0.152718,-0.030452,0.008727,0.006807,0,1.950459,0.021029,-0.000387,0.013268,0.000131,0.000000,0.032169,2.240000,-0.050000,1621684551263237666
152,0.153924,-0.034292,0.006981,0.014835,0,1.814015,0.021195,-0.000436,0.010614,0.000286,0.000000,0.032169,2.250000,-0.050000,1621684551282003293
153,0.152959,-0.024344,0.006807,0.013439,0,1.796893,0.021062,-0.000309,0.010349,0.000259,0.000000,0.032169,2.300000,-0.040000,1621684551302125534
154,0.152484,-0.024679,0.006632,0.017802,0,1.782519,0.020997,-0.000313,0.010084,0.000344,0.000000,0.032169,2.310000,-0.040000,1621684551324451628
155,0.153421,-0.028010,0.005236,0.011170,0,1.658527,0.021126,-0.000356,0.007961,0.000216,0.000000,0.032169,2.290000,-0.040000,1621684551342869816
156,0.152269,-0.029020,0.004712,0.014312,0,1.606562,0.020967,-0.000369,0.007165,0.000276,0.000000,0.032169,2.330000,-0.040000,1621684551362311685
157,0.153604,-0.032041,0.003491,0.012566,0,1.506537,0.021151,-0.000407,0.005307,0.000243,0.000000,0.032169,2.280000,-0.040000,1621684551383454309
158,0.152727,-0.023413,0.002967,0.014137,0,1.462025,0.021031,-0.000297,0.004511,0.000273,0.000000,0.032169,2.220000,-0.030000,1621684551403450575
159,0.151905,-0.024940,0.002269,0.026529,0,1.407317,0.020917,-0.000317,0.003450,0.000512,0.000000,0.032169,2.230000,-0.030000,1621684551424629768
160,0.153127,-0.020226,0.004363,0.024958,0,1.601100,0.021086,-0.000257,0.006634,0.000482,0.000000,0.032169,2.240000,-0.030000,1621684551445252194
161,0.152356,-0.022216,0.003491,0.016581,0,1.508286,0.020979,-0.000282,0.005307,0.000320,0.000000,0.032169,2.230000,-0.030000,1621684551463494068
162,0.153648,-0.017853,0.005236,0.029147,0,1.687585,0.021157,-0.000227,0.007961,0.000563,0.000000,0.032169,2.320000,-0.030000,1621684551483166239
163,0.152562,-0.009744,0.004538,0.021293,0,1.615414,0.021008,-0.000124,0.006899,0.000411,0.000000,0.032169,2.260000,-0.020000,1621684551504491325
164,0.152078,-0.011423,0.003665,0.033161,0,1.547480,0.020941,-0.000145,0.005573,0.000640,0.000000,0.032169,2.340000,-0.020000,1621684551523621170
165,0.152740,-0.007599,0.005061,0.041190,0,1.685999,0.021032,-0.000097,0.007695,0.000795,0.000000,0.032169,2.450000,-0.020000,1621684551542809296
166,0.153461,-0.008223,0.004887,0.042412,0,1.677381,0.021132,-0.000104,0.007430,0.000819,0.000000,0.032169,2.410000,-0.020000,1621684551565341357
167,0.153146,-0.009643,0.004014,0.056723,0,1.613668,0.021088,-0.000122,0.006103,0.001095,0.000000,0.032169,2.580000,-0.020000,1621684551582616325
