frame,e_y,e_y_dot,e_phi,e_phi_dot,timestamp
101,0.023549,0.216687,0.180293,0.135088,1620812257290141088
102,0.002915,0.212131,0.187099,0.128282,1620812257305522944
103,-0.004555,0.213898,0.189019,0.119730,1620812257327707296
104,-0.001578,0.211098,0.194430,0.129329,1620812257345017600
105,-0.010488,0.224240,0.196000,0.140848,1620812257367555776
106,-0.014440,0.234078,0.202284,0.138754,1620812257387067776
107,-0.012613,0.240276,0.206822,0.148353,1620812257405800896
108,-0.042546,0.253834,0.210138,0.149226,1620812257428333632
109,-0.042712,0.260211,0.214501,0.150447,1620812257445555136
110,-0.046157,0.262298,0.218864,0.158999,1620812257464464928
111,-0.053114,0.266700,0.223402,0.166330,1620812257486250176
112,-0.051169,0.268393,0.225147,0.160221,1620812257505384736
113,-0.055907,0.295525,0.230907,0.170868,1620812257527733024
114,-0.071921,0.301595,0.232303,0.182561,1620812257544496320
115,-0.076842,0.292960,0.237714,0.186925,1620812257565682016
116,-0.092439,0.294947,0.247313,0.191463,1620812257624836672
117,-0.101397,0.294947,0.247313,0.191463,1620812257628118848
118,-0.127865,0.368626,0.253073,0.189543,1620812257643683040
119,-0.132221,0.368341,0.254993,0.191463,1620812257664406592
120,-0.134132,0.383322,0.261101,0.191637,1620812257690147104
121,-0.138185,0.398776,0.263021,0.197920,1620812257704453024
122,-0.166030,0.415103,0.268083,0.182387,1620812257725324864
123,-0.170007,0.398809,0.270177,0.181165,1620812257744469984
124,-0.176367,0.400289,0.276111,0.182212,1620812257771692992
125,-0.188826,0.388808,0.278205,0.183434,1620812257784570912
126,-0.192261,0.415079,0.283965,0.181165,1620812257804745184
127,-0.230530,0.430826,0.286409,0.184307,1620812257826976384
128,-0.231433,0.431837,0.292168,0.189543,1620812257845476832
129,-0.237456,0.425260,0.294088,0.185179,1620812257866674592
130,-0.249272,0.431826,0.299848,0.188496,1620812257885272160
131,-0.361271,0.436601,0.304036,0.183958,1620812257908811104
132,-0.376099,0.491766,0.307876,0.189194,1620812257930392512
133,-0.373143,0.537051,0.311716,0.181689,1620812257947189280
134,-0.399227,0.553143,0.314683,0.191114,1620812257970135904
135,-0.405036,0.542746,0.318523,0.197571,1620812257989096448
136,-0.407751,0.497565,0.320617,0.197397,1620812258006440224
137,-0.410230,0.498392,0.326551,0.199491,1620812258034009024
138,-0.443368,0.546246,0.328122,0.195302,1620812258043490560
139,-0.445993,0.511318,0.334405,0.194255,1620812258074754816
140,-0.456942,0.543769,0.336325,0.202982,1620812258087614880
141,-0.459026,0.496115,0.351509,0.207171,1620812258142821920
142,-0.502156,0.496488,0.351858,0.209789,1620812258150663840
143,-0.512942,0.530788,0.354127,0.209614,1620812258159596320
144,-0.506283,0.530788,0.354127,0.209614,1620812258166891488
145,-0.513093,0.519243,0.360410,0.204378,1620812258184555392
146,-0.557566,0.615757,0.362505,0.188321,1620812258204952160
147,-0.564294,0.594453,0.368614,0.184132,1620812258227448832
148,-0.565754,0.596872,0.370533,0.179769,1620812258246804480
149,-0.599123,0.644565,0.375595,0.168424,1620812258265920480
150,-0.608977,0.628089,0.377340,0.169646,1620812258289187520
151,-0.611323,0.658196,0.382751,0.162141,1620812258303271872
152,-0.644336,0.654608,0.382925,0.158301,1620812258325702688
153,-0.658767,0.693340,0.388510,0.143641,1620812258344181280
154,-0.655009,0.720077,0.390779,0.144513,1620812258365983488
155,-0.703200,0.717673,0.395666,0.137881,1620812258387505760
156,-0.716331,0.743254,0.399506,0.130376,1620812258403986656
157,-0.713102,0.698471,0.403171,0.132470,1620812258425525664
158,-0.717500,0.752192,0.406662,0.127235,1620812258444371040
159,-0.753542,0.746431,0.408233,0.133343,1620812258463445920
160,-0.758083,0.687947,0.413294,0.127933,1620812258484945344
161,-0.758436,0.665176,0.414865,0.133343,1620812258503677536
162,-0.766960,0.667282,0.419752,0.126711,1620812258534192480
163,-0.812087,0.695722,0.419054,0.123220,1620812258545236576
164,-0.808229,0.689141,0.423591,0.120951,1620812258570170176
165,-0.812422,0.697323,0.426558,0.111177,1620812258585659104
166,-0.812379,0.669003,0.427780,0.114494,1620812258604538720
167,-0.858445,0.665276,0.429351,0.105941,1620812258627050464
168,-0.858325,0.655186,0.435111,0.100705,1620812258684224640
169,-0.896349,0.653898,0.434063,0.104545,1620812258693254560
170,-0.896142,0.626550,0.436681,0.098262,1620812258704223328
171,-0.895809,0.614436,0.437554,0.099309,1620812258729419936
172,-0.899759,0.622959,0.438427,0.083252,1620812258743017792
173,-0.938419,0.651412,0.440172,0.093724,1620812258771354496
174,-0.933679,0.609367,0.441917,0.084299,1620812258786462240
175,-0.933212,0.654202,0.442441,0.077842,1620812258803722976
176,-0.940941,0.606173,0.444012,0.075747,1620812258828178496
177,-0.976045,0.628997,0.444535,0.072257,1620812258843743104
178,-0.971139,0.603903,0.445932,0.064752,1620812258867071712
179,-0.974982,0.631282,0.446455,0.065799,1620812258888133664
180,-1.018008,0.632528,0.447502,0.045902,1620812258905490976
181,-1.013595,0.591594,0.447851,0.051138,1620812258927425472
182,-1.016795,0.606033,0.448724,0.046949,1620812258944765056
183,-1.012352,0.561527,0.449073,0.053233,1620812258963784576
184,-1.051749,0.577207,0.446979,0.053233,1620812258984946560
185,-1.055560,0.555766,0.447851,0.055327,1620812259005513024
186,-1.054160,0.623774,0.448550,0.053233,1620812259024859328
187,-1.054153,0.606434,0.449073,0.047997,1620812259049493056
188,-1.101959,0.612965,0.446979,0.050265,1620812259065226176
189,-1.093004,0.631056,0.447153,0.044855,1620812259086684224
190,-1.100492,0.626584,0.447153,0.045902,1620812259104962528
191,-1.091526,0.616793,0.447328,0.039619,1620812259125472640
192,-1.082566,0.603169,0.447153,0.042761,1620812259144832576
193,-1.134869,0.641654,0.445757,0.034383,1620812259171726240
194,-1.138608,0.627208,0.444884,0.029147,1620812259221410592
195,-1.124458,0.627208,0.444884,0.029147,1620812259228758176
196,-1.172170,0.637441,0.443314,0.021468,1620812259245224320
197,-1.167696,0.618843,0.442615,0.020420,1620812259265863104
198,-1.158790,0.617112,0.441219,0.021468,1620812259285658432
199,-1.161978,0.673992,0.440870,0.012915,1620812259304925824
200,-1.153194,0.623517,0.439299,0.013963,1620812259326409824
201,-1.188502,0.664599,0.437205,0.010123,1620812259344194080
202,-1.192307,0.640452,0.435460,0.006981,1620812259369860672
203,-1.191781,0.604757,0.434762,0.006981,1620812259386204512
204,-1.182585,0.602395,0.432842,0.008029,1620812259406191232
205,-1.230111,0.560057,0.429875,0.008378,1620812259426643168
206,-1.217008,0.583755,0.428129,0.002967,1620812259445009824
207,-1.220941,0.566023,0.427606,0.005061,1620812259463988608
208,-1.216273,0.557848,0.425511,0.002793,1620812259487946976
209,-1.212018,0.577207,0.423940,-0.008029,1620812259504583680
210,-1.246062,0.552743,0.421148,-0.001571,1620812259525837152
211,-1.241761,0.576509,0.419926,-0.006807,1620812259545424352
212,-1.241314,0.587568,0.418704,-0.009948,1620812259565542048
213,-1.237121,0.602274,0.417134,-0.014312,1620812259584403424
214,-1.279338,0.588208,0.415912,-0.005236,1620812259603787744
215,-1.283395,0.595626,0.415214,-0.011694,1620812259627741216
216,-1.279040,0.542737,0.412596,-0.016930,1620812259644091680
217,-1.279034,0.494392,0.409803,-0.014661,1620812259670129888
218,-1.316529,0.512751,0.407883,-0.023213,1620812259684175680
219,-1.308124,0.440621,0.404916,-0.029496,1620812259703658720
220,-1.304081,0.448621,0.402647,-0.023038,1620812259734530848
221,-1.295913,0.450379,0.400379,-0.032812,1620812259746005344
222,-1.300227,0.441174,0.399157,-0.030543,1620812259764123040
223,-1.328565,0.444958,0.389383,-0.046775,1620812259819261216
224,-1.324491,0.444958,0.389383,-0.046775,1620812259829220992
225,-1.316377,0.444958,0.389383,-0.046775,1620812259837044000
226,-1.316823,0.381275,0.387812,-0.043459,1620812259850222720
227,-1.308965,0.413300,0.384845,-0.048869,1620812259869402144
228,-1.297329,0.398801,0.381704,-0.046775,1620812259883636544
229,-1.332867,0.461253,0.376118,-0.061087,1620812259903840032
230,-1.328986,0.474273,0.374373,-0.054629,1620812259926603488
231,-1.322226,0.471686,0.368963,-0.060912,1620812259945592480
232,-1.326965,0.476781,0.367043,-0.064054,1620812259964099520
233,-1.349231,0.463121,0.360934,-0.064403,1620812259982844512
234,-1.353904,0.477022,0.357618,-0.069639,1620812260003616448
235,-1.346565,0.460817,0.356047,-0.069464,1620812260025500192
236,-1.339284,0.471362,0.350288,-0.077144,1620812260045998048
237,-1.328642,0.469989,0.346448,-0.082554,1620812260063899360
238,-1.325231,0.447556,0.342259,-0.078365,1620812260109067936
239,-1.326877,0.393947,0.333881,-0.086045,1620812260122485920
240,-1.351006,0.393361,0.333358,-0.081158,1620812260128950336
241,-1.344167,0.434298,0.331438,-0.091804,1620812260145573536
242,-1.345985,0.380922,0.325155,-0.087790,1620812260167549408
243,-1.330806,0.414134,0.323060,-0.093026,1620812260184158496
244,-1.329805,0.406042,0.316428,-0.097215,1620812260207060800
245,-1.318089,0.406416,0.314159,-0.102451,1620812260232867104
246,-1.337146,0.389785,0.305607,-0.104894,1620812260246738176
247,-1.337146,0.401625,0.295833,-0.112399,1620812260285540160
248,-1.324744,0.401625,0.295833,-0.112399,1620812260287135456
249,-1.318761,0.360332,0.293390,-0.111177,1620812260303777760
250,-1.313059,0.380215,0.285885,-0.116763,1620812260326168128
251,-1.307371,0.366916,0.283267,-0.118857,1620812260345039008
252,-1.327341,0.334987,0.275413,-0.117810,1620812260364120448
253,-1.324477,0.328767,0.265639,-0.130551,1620812260420126496
254,-1.316155,0.310571,0.263196,-0.132645,1620812260431157440
255,-1.302077,0.310571,0.263196,-0.132645,1620812260444533696
256,-1.296936,0.289719,0.256389,-0.124093,1620812260447237856
257,-1.303159,0.276991,0.254120,-0.121824,1620812260466032992
258,-1.309594,0.270713,0.248360,-0.122348,1620812260484357312
259,-1.309376,0.243473,0.243473,-0.118159,1620812260505515200
260,-1.301952,0.238412,0.238412,-0.117286,1620812260527120928
261,-1.299501,0.212825,0.233874,-0.122697,1620812260552195936
262,-1.290256,0.214578,0.229162,-0.119555,1620812260568055904
263,-1.288099,0.210131,0.224624,-0.126013,1620812260585831008
264,-1.292541,0.214402,0.222180,-0.126013,1620812260604570784
265,-1.298948,0.208969,0.214675,-0.130027,1620812260627758176
266,-1.294628,0.199937,0.212058,-0.130027,1620812260644372448
267,-1.290374,0.200330,0.204204,-0.135263,1620812260671745952
268,-1.284377,0.181411,0.201411,-0.137357,1620812260685877216
269,-1.287639,0.212059,0.193382,-0.136310,1620812260708609408
270,-1.293837,0.211881,0.190066,-0.144164,1620812260731247328
271,-1.291845,0.210132,0.187099,-0.151495,1620812260742858464
272,-1.284486,0.208928,0.181689,-0.158127,1620812260774134528
273,-1.279285,0.184280,0.176104,-0.160221,1620812260785072416
274,-1.277626,0.194246,0.174184,-0.166679,1620812260806031072
275,-1.276011,0.183066,0.172089,-0.168773,1620812260826585344
276,-1.269654,0.171580,0.163886,-0.182212,1620812260844911776
277,-1.254267,0.140400,0.157778,-0.188670,1620812260869440928
278,-1.252714,0.116870,0.146608,-0.194953,1620812260923155648
279,-1.240831,0.116870,0.146608,-0.194953,1620812260929268064
280,-1.229111,0.127761,0.139801,-0.200364,1620812260937720704
281,-1.226559,0.127761,0.139801,-0.200364,1620812260945507648
282,-1.226915,0.111886,0.135612,-0.190764,1620812260963957440
283,-1.226915,0.111886,0.135612,-0.190764,1620812260992305280
284,-1.212634,0.104985,0.123918,-0.207869,1620812261003664160
285,-1.201340,0.099495,0.121300,-0.205600,1620812261026255648
286,-1.199175,0.082205,0.113970,-0.208916,1620812261043531456
287,-1.188169,0.070449,0.111527,-0.208916,1620812261063618976
288,-1.186190,0.065270,0.103847,-0.211883,1620812261083497984
289,-1.176157,0.056291,0.101229,-0.208741,1620812261104723168
290,-1.164263,0.030912,0.093724,-0.208741,1620812261128303424
291,-1.153594,0.025804,0.091281,-0.208741,1620812261146199168
292,-1.143089,0.010078,0.083427,-0.217293,1620812261165816288
293,-1.132724,0.012728,0.080809,-0.223751,1620812261186834016
294,-1.113099,0.010037,0.072955,-0.222704,1620812261203655552
295,-1.117960,0.019189,0.069464,-0.222704,1620812261224593728
296,-1.107116,0.000037,0.061436,-0.231256,1620812261243461376
297,-1.097616,-0.014289,0.058643,-0.227067,1620812261265277504
298,-1.088168,-0.015266,0.055851,-0.231256,1620812261287065376
299,-1.078094,-0.021400,0.047647,-0.228115,1620812261303205632
300,-1.077836,-0.021557,0.044855,-0.234572,1620812261324560096
301,-1.059418,-0.040240,0.036477,-0.238936,1620812261343891776
302,-1.042774,-0.050094,0.026005,-0.246964,1620812261365239648
303,-1.042485,-0.050055,0.023213,-0.245917,1620812261392625376
304,-1.033345,-0.063631,0.014486,-0.252375,1620812261403512160
305,-1.015468,-0.090213,-0.000175,-0.263021,1620812261458547360
306,-1.006835,-0.090213,-0.000175,-0.263021,1620812261470988928
307,-1.005790,-0.105553,-0.011694,-0.255516,1620812261480103264
308,-0.979159,-0.105553,-0.011694,-0.255516,1620812261487780576
309,-0.970348,-0.111541,-0.017802,-0.253422,1620812261504661760
310,-0.962401,-0.115754,-0.020769,-0.257611,1620812261525005312
311,-0.954431,-0.135516,-0.029845,-0.258658,1620812261543289216
312,-0.946533,-0.142223,-0.032987,-0.263021,1620812261569881184
313,-0.924172,-0.158154,-0.042761,-0.265465,1620812261593490496
314,-0.916944,-0.163804,-0.045902,-0.260054,1620812261603632768
315,-0.900274,-0.188618,-0.054978,-0.267559,1620812261624652832
316,-0.892835,-0.191948,-0.058119,-0.262323,1620812261643878208
317,-0.885741,-0.205913,-0.067544,-0.267559,1620812261670924320
318,-0.869742,-0.214719,-0.070686,-0.260054,1620812261683255200
319,-0.845189,-0.229991,-0.080285,-0.266686,1620812261708308704
320,-0.827186,-0.232862,-0.083601,-0.264592,1620812261729107872
321,-0.819219,-0.240573,-0.086743,-0.271050,1620812261743060992
322,-0.814784,-0.254879,-0.096342,-0.265639,1620812261773772192
323,-0.798186,-0.272262,-0.099484,-0.273144,1620812261784333888
324,-0.793463,-0.287331,-0.109258,-0.273144,1620812261803648768
325,-0.748170,-0.309065,-0.119904,-0.278031,1620812261826402496
326,-0.740639,-0.323598,-0.123220,-0.282220,1620812261842605856
327,-0.718483,-0.346141,-0.132994,-0.284314,1620812261865011904
328,-0.711243,-0.354152,-0.142768,-0.283267,1620812261923633824
329,-0.705860,-0.352148,-0.149400,-0.276809,1620812261932405312
330,-0.681248,-0.378463,-0.155858,-0.284314,1620812261941931968
331,-0.666832,-0.380332,-0.157080,-0.279951,1620812261948043744
332,-0.652649,-0.411472,-0.163537,-0.273493,1620812261971001056
333,-0.638763,-0.433892,-0.169995,-0.276809,1620812261985062880
334,-0.625229,-0.428371,-0.179594,-0.272446,1620812262004004704
335,-0.614154,-0.426958,-0.185878,-0.275762,1620812262026351168
336,-0.585628,-0.429225,-0.193906,-0.271573,1620812262045594880
337,-0.581184,-0.412073,-0.197048,-0.273668,1620812262064548064
338,-0.556899,-0.446997,-0.206472,-0.268432,1620812262084301632
339,-0.555252,-0.451364,-0.209614,-0.272620,1620812262104156480
340,-0.540349,-0.165416,-0.219039,-0.271573,1620812262127226208
341,-0.527987,-0.185492,-0.222180,-0.272620,1620812262143595584
342,-0.489880,-0.204162,-0.233001,-0.273493,1620812262171801888
343,-0.477644,-0.234913,-0.236143,-0.275587,1620812262184358304
344,-0.468389,-0.206073,-0.245568,-0.273319,1620812262203964416
345,-0.459746,-0.213116,-0.248709,-0.271224,1620812262225141120
346,-0.451267,-0.208807,-0.258134,-0.276635,1620812262243972416
347,-0.416305,-0.193643,-0.262323,-0.266512,1620812262263553504
348,-0.396014,-0.235882,-0.271748,-0.268606,1620812262287156960
349,-0.390387,-0.243092,-0.274889,-0.263370,1620812262303282784
350,-0.382594,-0.259412,-0.284314,-0.266512,1620812262330740864
351,-0.377276,-0.261062,-0.287456,-0.265465,1620812262344684544
352,-0.316828,-0.275038,-0.297230,-0.267210,1620812262362718304
353,-0.311470,-0.327590,-0.300371,-0.270352,1620812262384728448
354,-0.307869,-0.327086,-0.309796,-0.266163,1620812262402980768
355,-0.290847,-0.325053,-0.312938,-0.269304,1620812262430539616
356,-0.281023,-0.290101,-0.319221,-0.267210,1620812262442268800
357,-0.235447,-0.291237,-0.324631,-0.271050,1620812262464828480
358,-0.221941,-0.263570,-0.330914,-0.266686,1620812262483947968
359,-0.212393,-0.313071,-0.340339,-0.271050,1620812262503025920
360,-0.203135,-0.342708,-0.356047,-0.270875,1620812262561364448
361,-0.146290,-0.342708,-0.356047,-0.274715,1620812262572198144
362,-0.125009,-0.351661,-0.365472,-0.276809,1620812262582875232
363,-0.116412,-0.374490,-0.368614,-0.272620,1620812262602876832
364,-0.058335,-0.394878,-0.378387,-0.274715,1620812262625261632
365,-0.054060,-0.395586,-0.381529,-0.269304,1620812262644692640
366,-0.037455,-0.405154,-0.390954,-0.265116,1620812262668118560
367,-0.029533,-0.359975,-0.393921,-0.260752,1620812262684765696
368,-0.022105,-0.360316,-0.403346,-0.261974,1620812262704603552
369,0.026041,-0.331216,-0.405964,-0.263545,1620812262725450848
370,0.045557,-0.367322,-0.415214,-0.256040,1620812262744837376
371,0.040954,-0.375495,-0.418355,-0.263545,1620812262774349600
372,0.068735,-0.375955,-0.427606,-0.261450,1620812262787737440
373,0.119059,-0.378102,-0.429351,-0.259705,1620812262802934784
374,0.122593,-0.381966,-0.432493,-0.259705,1620812262825608736
375,0.137493,-0.397545,-0.441568,-0.261625,1620812262843614656
376,0.151916,-0.400643,-0.447677,-0.258483,1620812262864902464
377,0.212302,-0.452838,-0.453262,-0.271399,1620812262892652960
378,0.226630,-0.438218,-0.459545,-0.278904,1620812262902649120
379,0.237617,-0.441824,-0.466003,-0.277682,1620812262926342592
380,0.243230,-0.468695,-0.472286,-0.278729,1620812262944669056
381,0.300451,-0.473501,-0.479616,-0.273842,1620812262963773632
382,0.319136,-0.496200,-0.486074,-0.286758,1620812262983368000
383,0.332101,-0.519073,-0.495674,-0.282569,1620812263002831968
384,0.396200,-0.552283,-0.501608,-0.280649,1620812263023793216
385,0.398789,-0.599724,-0.523948,-0.271573,1620812263085344352
386,0.411487,-0.599724,-0.523948,-0.271573,1620812263091944960
387,0.429127,-0.562113,-0.527089,-0.268606,1620812263099319520
388,0.489582,-0.564025,-0.528486,-0.265290,1620812263105111264
389,0.515004,-0.570800,-0.537910,-0.259880,1620812263126486176
390,0.518899,-0.515279,-0.540878,-0.264068,1620812263142954816
391,0.580632,-0.566301,-0.551000,-0.256912,1620812263163295424
392,0.596010,-0.508346,-0.554142,-0.265290,1620812263184375712
393,0.597802,-0.573100,-0.557109,-0.263021,1620812263202900000
394,0.616195,-0.556407,-0.566185,-0.266163,1620812263224519616
395,0.677738,-0.525295,-0.568628,-0.265290,1620812263242822176
396,0.694548,-0.530339,-0.577879,-0.258483,1620812263268164384
397,0.704676,-0.530867,-0.586954,-0.261625,1620812263289539744
398,0.775390,-0.469967,-0.590445,-0.259880,1620812263306389568
399,0.776716,-0.413741,-0.593412,-0.254469,1620812263324453696
400,0.785388,-0.482429,-0.602313,-0.243997,1620812263343043392
401,0.931134,-0.520416,-0.609469,-0.253422,1620812263372655616
402,0.947709,-0.520599,-0.615229,-0.241728,1620812263384180704
403,1.020435,-0.583590,-0.621686,-0.242601,1620812263402929152
404,1.035932,-0.590386,-0.627446,-0.238412,1620812263427756192
405,1.044535,-0.666610,-0.633031,-0.238587,1620812263443144832
406,1.118430,-0.663037,-0.640187,-0.232478,1620812263463256288
407,1.133931,-0.663037,-0.640187,-0.232478,1620812263490647520
408,1.134202,-0.719787,-0.653975,-0.228115,1620812263506354656
409,1.216829,-0.751206,-0.657815,-0.239285,1620812263528160832
410,1.209981,-0.698928,-0.663225,-0.233874,1620812263543084000
411,1.224278,-0.762444,-0.666018,-0.235969,1620812263563062368
412,1.307461,-0.795375,-0.675268,-0.222529,1620812263582932448
413,1.314580,-0.910071,-0.688358,-0.216246,1620812263638261760
414,1.398370,-0.909802,-0.688183,-0.217119,1620812263646906848
415,1.483064,-0.863411,-0.694117,-0.213803,1620812263665249600
416,1.489805,-0.846082,-0.696561,-0.213803,1620812263683060864
417,1.567720,-0.913930,-0.704589,-0.206472,1620812263704583680
418,1.567817,-0.917620,-0.707033,-0.206298,1620812263732876800
419,1.573858,-0.914141,-0.714189,-0.205425,1620812263744100224
420,1.580093,-0.824382,-0.716458,-0.207520,1620812263770203936
421,1.586777,-0.863651,-0.718901,-0.195826,1620812263784065024
422,1.665692,-0.822215,-0.725533,-0.203854,1620812263803173216
423,1.664988,-0.854608,-0.727977,-0.196350,1620812263825830496
424,1.758615,-0.834844,-0.734958,-0.186401,1620812263849480064
425,1.764461,-0.848084,-0.739321,-0.198269,1620812263860407584
426,1.770090,-0.841894,-0.743859,-0.186401,1620812263885320000
427,1.851201,-0.810243,-0.748223,-0.190590,1620812263903131968
428,1.863326,-0.843413,-0.752586,-0.178722,1620812263928324928
429,1.937415,-0.811104,-0.756775,-0.191637,1620812263943573056
430,1.942836,-0.854702,-0.761138,-0.184132,1620812263970508992
431,2.038115,-0.800953,-0.766898,-0.175580,1620812263983465504
432,2.038176,-0.826398,-0.768818,-0.175580,1620812264002017440
433,2.048494,-0.834156,-0.774926,-0.173486,1620812264024213600
434,2.125054,-0.868354,-0.777370,-0.174882,1620812264043697760
435,2.128627,-0.889241,-0.781384,-0.170519,1620812264065227904
436,2.141332,-0.878522,-0.783478,-0.174882,1620812264083612352
