frame,gpsnh,gpsnl,gpseh,gpsel,heading_angle,yaw_rate,gps_state,gps_velocity,acceleration_forward,acceleration_lateral,acceleration_down,pitch_angle,velocity_down,velocity_lateral,velocity_forward,roll_angle
1130,36,0.177649,120,0.487623,182.62,-0.72,4,0.77,2.527,-1.966,5.389,0.52,-3.4,-0.02,0.79,3.32
1131,36,0.177648,120,0.487623,182.6,-0.7,4,0.8,-1.485,3.228,-19.692,0.49,-3.4,-0.02,0.79,3.31
1132,36,0.177648,120,0.487623,182.57,-0.46,4,0.8,0.027,0.901,-19.839,0.44,-3.17,-0.02,0.77,3.31
1133,36,0.177648,120,0.487623,182.52,-0.6,4,0.8,2.578,-3.167,-20.091,0.39,-3,-0.02,0.73,3.3
1134,36,0.177648,120,0.487623,182.52,-0.6,4,0.8,2.578,-3.167,-20.091,0.39,-3,-0.02,0.73,3.3
1135,36,0.177648,120,0.487623,182.52,-0.6,4,0.8,2.578,-3.167,-20.091,0.39,-3,-0.02,0.73,3.3
1136,36,0.177648,120,0.487623,182.47,-0.41,4,0.8,2.37,-4.199,-10.729,0.39,-2.83,-0.02,0.76,3.3
1137,36,0.177648,120,0.487623,182.45,-0.28,4,0.8,-1.368,5.918,-7.965,0.37,-2.78,-0.02,0.79,3.31
1138,36,0.177648,120,0.487623,182.41,-0.52,4,0.8,6.36,-4.945,-6.537,0.36,-2.76,-0.02,0.84,3.35
1139,36,0.177647,120,0.487623,182.39,-0.41,4,0.8,-2.342,4.719,-19.604,0.33,-2.98,-0.02,0.82,3.31
1140,36,0.177647,120,0.487623,182.35,-0.65,4,0.8,-2.641,3.406,-19.681,0.27,-2.92,-0.02,0.9,3.31
1141,36,0.177647,120,0.487623,182.31,-0.7,4,0.8,4.886,1.868,-19.803,0.25,-3.22,-0.03,0.89,3.27
1142,36,0.177647,120,0.487623,182.3,-0.75,4,0.8,-7.363,0.213,-19.844,0.27,-3.09,-0.03,0.8,3.33
1143,36,0.177647,120,0.487623,182.3,-0.75,4,0.8,-7.363,0.213,-19.844,0.27,-3.09,-0.03,0.8,3.33
1144,36,0.177647,120,0.487623,182.24,-1.24,4,0.8,3.202,-3.762,-20.125,0.33,-3.18,-0.03,0.85,3.28
1145,36,0.177646,120,0.487623,182.19,-1.11,4,0.8,2.543,3.883,16.856,0.37,-2.92,-0.03,0.85,3.33
1146,36,0.177646,120,0.487624,182.14,-1.08,4,0.83,-0.233,6.682,6.33,0.4,-2.68,-0.03,0.78,3.33
1147,36,0.177646,120,0.487624,182.06,-1.32,4,0.83,2.141,-2.229,-7.724,0.42,-2.75,-0.03,0.82,3.32
1148,36,0.177646,120,0.487624,182.03,-1.14,4,0.83,5.305,-5.408,-5.923,0.45,-2.72,-0.03,0.87,3.35
1149,36,0.177646,120,0.487624,181.97,-0.98,4,0.76,-3.758,5.48,-19.545,0.51,-2.77,-0.03,0.83,3.25
1150,36,0.177646,120,0.487624,181.96,-1.17,4,0.76,4.052,2.486,-19.786,0.52,-2.88,-0.03,0.86,3.26
1151,36,0.177645,120,0.487624,181.91,-1.15,4,0.82,4.74,1.092,-19.87,0.5,-2.9,-0.03,0.85,3.32
1152,36,0.177645,120,0.487624,181.91,-1.15,4,0.82,4.74,1.092,-19.87,0.5,-2.9,-0.03,0.85,3.32
1153,36,0.177645,120,0.487624,181.87,-0.75,4,0.78,-1.434,4.185,-19.636,0.54,-3.01,-0.03,0.75,3.32
1154,36,0.177645,120,0.487624,181.85,-0.71,4,0.78,-1.434,-2.135,-19.999,0.56,-3.11,-0.03,0.74,3.27
1155,36,0.177645,120,0.487624,181.83,-0.79,4,0.78,5.562,-3.634,-20.153,0.56,-3.21,-0.03,0.65,3.26
1156,36,0.177645,120,0.487624,181.8,-0.58,4,0.81,-3.865,1.403,13.162,0.56,-3.17,-0.03,0.7,3.26
1157,36,0.177645,120,0.487624,181.79,-0.47,4,0.81,-2.264,5.813,-5.746,0.57,-3.17,-0.03,0.76,3.23
1158,36,0.177645,120,0.487624,181.76,-0.34,4,0.78,0.608,-1.848,9.601,0.57,-3.05,-0.03,0.79,3.23
1159,36,0.177644,120,0.487624,181.75,-0.28,4,0.78,5.008,-4.723,10.4,0.55,-3.15,-0.03,0.78,3.22
1160,36,0.177644,120,0.487624,181.71,-0.47,4,0.78,-1.827,1.555,-19.786,0.52,-2.84,-0.03,0.77,3.14
1161,36,0.177644,120,0.487624,181.7,-16.08,4,0.77,5.886,-0.502,-19.967,0.49,-2.94,-0.03,0.74,3.16
1162,36,0.177644,120,0.487624,181.53,-0.56,4,0.77,-3.926,-0.999,-19.911,0.48,-3.15,-0.03,0.76,3.17
1163,36,0.177644,120,0.487624,181.48,-0.52,4,0.77,-0.325,-3.423,-20.078,0.43,-3.34,-0.03,0.74,3.19
1164,36,0.177644,120,0.487623,181.44,-0.62,4,0.77,3.343,-2.764,-7.628,0.41,-3.26,-0.02,0.74,3.28
1165,36,0.177644,120,0.487623,181.44,-1,4,0.77,1.955,0.165,-19.894,0.38,-3.36,-0.02,0.77,3.29
1166,36,0.177643,120,0.487623,181.4,-0.96,4,0.8,-5.434,4.43,-19.6,0.37,-3.29,-0.02,0.72,3.38
1167,36,0.177643,120,0.487623,181.37,-0.93,4,0.8,-3.684,5.127,-19.564,0.35,-3.48,-0.02,0.73,3.41
1168,36,0.177643,120,0.487623,181.34,-0.93,4,0.8,-0.256,-1.056,-19.953,0.34,-3.57,-0.02,0.74,3.37
1169,36,0.177643,120,0.487623,181.27,-1.07,4,0.83,6.291,-2.48,-20.079,0.3,-3.51,-0.03,0.86,3.47
1170,36,0.177643,120,0.487623,181.25,-1.19,4,0.83,0.519,-1.579,-10.778,0.28,-3.51,-0.03,0.85,3.52
1171,36,0.177643,120,0.487623,181.2,-0.92,4,0.77,8.416,-1.617,-20.032,0.25,-3.43,-0.02,0.87,3.51
1172,36,0.177643,120,0.487623,181.19,-1.06,4,0.77,6.209,0.441,-19.893,0.22,-3.37,-0.02,0.83,3.55
1173,36,0.177642,120,0.487623,181.15,-1.38,4,0.88,-7.618,0.697,-12.267,0.19,-3.4,-0.02,0.76,3.62
1174,36,0.177642,120,0.487623,181.14,-1.35,4,0.88,1.541,-1.735,-15.744,0.2,-3.37,-0.02,0.86,3.62
1175,36,0.177642,120,0.487623,181.1,-1.2,4,0.88,5.543,-1.297,-20.006,0.24,-3.45,-0.02,0.88,3.69
1176,36,0.177642,120,0.487623,181.09,-1.05,4,0.83,-6.738,0.171,-19.86,0.23,-3.54,-0.02,0.88,3.69
1177,36,0.177642,120,0.487623,181.03,-0.95,4,0.83,-6.81,8.541,-15.181,0.28,-3.75,-0.02,0.77,3.77
1178,36,0.177642,120,0.487623,181.01,-1.23,4,0.83,4.316,-1.511,-9.251,0.3,-3.66,-0.02,0.81,3.81
1179,36,0.177641,120,0.487623,180.97,-0.91,4,0.89,8.203,-1.568,-20.05,0.32,-3.74,-0.02,0.91,3.84
1180,36,0.177641,120,0.487623,180.96,-0.57,4,0.89,-5.919,3.101,-19.662,0.3,-3.86,-0.02,0.82,3.86
1181,36,0.177641,120,0.487623,180.94,-0.85,4,0.95,-9.234,9.317,-19.222,0.31,-3.91,-0.02,0.82,3.87
1182,36,0.177641,120,0.487623,180.92,-1.25,4,0.95,4.407,-3.821,-16.749,0.3,-3.81,-0.02,0.86,3.91
1183,36,0.177641,120,0.487623,180.88,-0.68,4,0.94,-1.777,5.847,-8.81,0.24,-3.91,-0.02,0.93,3.92
1184,36,0.177641,120,0.487623,180.86,-0.41,4,0.94,-7.804,3.169,-10.625,0.22,-3.87,-0.02,0.86,3.93
1185,36,0.17764,120,0.487623,180.81,-0.75,4,0.94,-12.768,7.956,-17.412,0.22,-3.94,-0.02,0.83,3.92
1186,36,0.17764,120,0.487623,180.81,-0.75,4,0.94,-12.768,7.956,-17.412,0.19,-3.94,-0.02,0.83,3.94
1187,36,0.17764,120,0.487623,180.8,-1.19,4,0.95,-7.283,-2.923,0.584,0.15,-3.62,-0.02,0.89,3.92
1188,36,0.17764,120,0.487623,180.81,-1.26,4,0.95,8.129,-6.226,-20.359,0.11,-3.7,-0.02,0.94,4
1189,36,0.17764,120,0.487623,180.79,-0.64,4,0.95,2.469,2.946,-11.597,0.14,-3.7,-0.02,0.96,3.97
1190,36,0.17764,120,0.487623,180.77,-1.34,4,0.95,10.795,-4.347,-20.233,0.11,-3.6,-0.02,1.03,4.01
1191,36,0.177639,120,0.487623,180.7,-1.28,4,0.96,5.943,-6.871,-3.405,0.08,-3.6,-0.02,0.99,3.99
1192,36,0.177639,120,0.487623,180.66,-1.03,4,0.96,3.666,-5.467,4.05,0.09,-3.43,-0.02,0.94,4.06
1193,36,0.177639,120,0.487623,180.64,-1.07,4,0.96,-7.182,7.87,2.231,0.07,-3.31,-0.02,0.87,4.08
1194,36,0.177639,120,0.487623,180.58,-1.5,4,0.95,-1.454,2.907,-11.346,0.09,-3.32,-0.02,0.88,4.08
1195,36,0.177639,120,0.487623,180.55,-1.24,4,0.95,1.514,-0.591,-19.802,0.09,-3.41,-0.02,0.92,4.13
1196,36,0.177639,120,0.487623,180.48,-0.93,4,0.98,0.57,1.414,-19.808,0.12,-3.4,-0.02,0.95,4.18
1197,36,0.177638,120,0.487623,180.45,-1.53,4,0.98,3.521,-5.856,5.721,0.11,-3.47,-0.02,0.9,4.17
1198,36,0.177638,120,0.487624,180.38,-1.51,4,0.95,-2.242,-6.506,12.979,0.08,-2.97,-0.02,0.96,4.23
1199,36,0.177638,120,0.487624,180.38,-1.51,4,0.95,-2.242,-6.506,12.979,0.08,-2.97,-0.02,0.96,4.23
1200,36,0.177638,120,0.487624,180.34,-1.63,4,0.95,0.353,-2.88,-20.128,0.04,-2.79,-0.02,0.94,4.27
1201,36,0.177638,120,0.487624,180.28,-1.52,4,0.98,6.396,-1.243,-20.014,0.03,-2.79,-0.02,0.92,4.37
1202,36,0.177637,120,0.487624,180.24,-1.63,4,0.98,-3.067,-1.651,0.411,-0.01,-2.84,-0.01,0.89,4.41
1203,36,0.177637,120,0.487624,180.23,-1.18,4,0.98,-1.904,1.914,6.764,0.01,-2.77,-0.01,0.94,4.39
1204,36,0.177637,120,0.487624,180.19,-1.07,4,0.91,-2.441,1.771,-9.709,-0.02,-2.75,-0.01,0.91,4.42
1205,36,0.177637,120,0.487624,180.18,-1.41,4,0.91,5.78,-3.562,-8.318,-0.04,-2.74,-0.01,0.93,4.46
1206,36,0.177637,120,0.487624,180.14,-1.27,4,0.94,-3.029,-1.245,7.897,-0.07,-2.68,-0.01,0.89,4.49
1207,36,0.177637,120,0.487624,180.13,-0.99,4,0.94,-3.345,0.272,14.891,-0.09,-2.46,-0.01,0.9,4.46
1208,36,0.177637,120,0.487624,180.12,-1.21,4,0.94,6.958,-2.756,-14.306,-0.11,-2.52,-0.01,0.96,4.5
1209,36,0.177636,120,0.487624,180.09,-1.22,4,0.96,2.512,-2.855,-7.509,-0.17,-2.74,-0.01,0.93,4.48
1210,36,0.177636,120,0.487624,180.08,-1.16,4,0.96,-2.429,-1.514,-12.392,-0.21,-2.6,-0.01,0.94,4.48
1211,36,0.177636,120,0.487623,180.08,-0.7,4,0.95,-3.074,3.505,-19.655,-0.21,-2.83,-0.01,0.94,4.48
1212,36,0.177636,120,0.487623,180.08,-1.04,4,0.95,4.822,-3.912,1.574,-0.23,-2.72,-0.01,0.98,4.52
1213,36,0.177636,120,0.487623,180.08,-1.11,4,0.95,4.029,-0.025,-18.683,-0.25,-2.71,-0.01,0.98,4.56
1214,36,0.177635,120,0.487623,180.07,-0.83,4,0.9,0.011,0.99,-11.069,-0.23,-2.74,0,0.96,4.53
1215,36,0.177635,120,0.487623,180.06,-0.82,4,0.9,-0.293,2.052,5.829,-0.26,-2.64,0,0.93,4.57
1216,36,0.177635,120,0.487623,180.05,-1.13,4,0.84,0.71,-1.262,-8.63,-0.26,-2.64,0,0.94,4.57
1217,36,0.177635,120,0.487623,180.04,-1.21,4,0.84,4.465,-3.1,-5.808,-0.27,-2.83,-0.01,0.99,4.59
1218,36,0.177635,120,0.487623,180.04,-0.94,4,0.84,-0.068,-0.279,-12.359,-0.24,-2.87,-0.01,0.98,4.58
1219,36,0.177635,120,0.487623,180.03,-0.99,4,0.9,-1.341,-2.033,-1.32,-0.23,-2.7,-0.01,0.95,4.55
1220,36,0.177634,120,0.487623,180.04,-0.78,4,0.9,2.174,0.549,-13.514,-0.2,-2.95,-0.01,0.95,4.61
1221,36,0.177634,120,0.487623,180.03,-1.02,4,0.84,-3.033,-1.662,-1.642,-0.19,-2.87,-0.01,0.92,4.58
1222,36,0.177634,120,0.487623,180.02,-0.99,4,0.84,0.939,1.23,-19.82,-0.15,-2.97,-0.01,0.97,4.6
1223,36,0.177634,120,0.487623,179.97,-0.82,4,0.83,1.627,0.51,-12.284,-0.11,-3.13,-0.01,0.93,4.68
1224,36,0.177634,120,0.487623,179.96,-0.77,4,0.83,-3.82,-0.98,-6.39,-0.08,-3.03,0,0.93,4.68
1225,36,0.177634,120,0.487623,179.91,-0.75,4,0.83,-6.268,6.935,-19.365,-0.08,-3.2,0,0.83,4.67
1226,36,0.177633,120,0.487623,179.9,-1.05,4,0.8,1.812,-0.284,-9.403,-0.04,-3.26,0,0.86,4.69
1227,36,0.177633,120,0.487623,179.86,-0.97,4,0.8,6.523,-2.252,-9.316,0.01,-3.18,0,0.87,4.77
1228,36,0.177633,120,0.487623,179.85,-0.73,4,0.8,-4.706,3.449,-19.635,0.03,-3.28,0,0.87,4.79
1229,36,0.177633,120,0.487623,179.83,-0.62,4,0.81,-2.939,0.653,6.031,0.04,-3.2,0,0.8,4.86
1230,36,0.177633,120,0.487623,179.83,-0.79,4,0.81,5.35,-2.266,0.736,0.06,-3.13,0,0.8,4.9
1231,36,0.177633,120,0.487623,179.81,-1.1,4,0.82,5.342,-1.611,-20.075,0.08,-3.19,0,0.84,4.93
1232,36,0.177633,120,0.487623,179.81,-0.92,4,0.82,-1.632,-0.949,4.251,0.06,-3.07,0,0.81,4.9
1233,36,0.177632,120,0.487623,179.8,-0.63,4,0.87,-2.213,0.18,13.479,0.11,-2.96,0,0.9,4.93
1234,36,0.177632,120,0.487623,179.8,-0.92,4,0.87,-0.827,-1.346,-20.048,0.13,-2.85,0,0.86,4.97
1235,36,0.177632,120,0.487623,179.79,-0.72,4,0.87,7.697,-5.488,-2.948,0.06,-2.94,0,0.92,5
1236,36,0.177632,120,0.487623,179.79,-0.71,4,0.88,-4.773,1.317,-19.815,0.04,-3.04,0,0.87,5.02
1237,36,0.177632,120,0.487623,179.7,-1.02,4,0.88,6.862,-3.613,-20.26,0.04,-3.11,0,0.92,5.05
1238,36,0.177632,120,0.487623,179.7,-1.02,4,0.88,6.862,-3.613,-20.26,0.04,-3.11,0,0.92,5.05
1239,36,0.177631,120,0.487623,179.62,-0.78,4,0.88,-0.575,3.19,-19.651,0.08,-3.23,0,0.88,5.08
1240,36,0.177631,120,0.487623,179.62,-0.78,4,0.88,-0.575,3.19,-19.651,0.08,-3.23,0,0.88,5.08
1241,36,0.177631,120,0.487623,179.58,-0.88,4,0.95,2.716,-1.757,3.595,0.1,-3.07,0,0.86,5.12
1242,36,0.177631,120,0.487623,179.56,-0.72,4,0.95,-1.826,1.241,0.159,0.07,-2.98,0,0.87,5.09
1243,36,0.177631,120,0.487624,179.55,-0.93,4,0.95,2.607,-4.734,-7.614,0.07,-2.96,0,0.91,5.08
1244,36,0.177631,120,0.487624,179.5,-1,4,0.87,6.382,-4.15,-12.061,0.1,-2.96,0,0.92,5.09
1245,36,0.177631,120,0.487624,179.47,-0.82,4,0.87,-2.876,1.119,-14.242,0.14,-2.84,0,0.83,5.1
1246,36,0.17763,120,0.487624,179.45,-0.57,4,0.93,4.916,-0.164,-19.961,0.12,-2.95,0,0.89,5.06
1247,36,0.17763,120,0.487624,179.45,-0.63,4,0.93,5.07,-4,-11.16,0.09,-2.9,0,0.88,5.05
1248,36,0.17763,120,0.487624,179.45,-0.74,4,0.83,-5.748,3.733,-19.6,0.05,-2.91,0,0.83,5.03
1249,36,0.17763,120,0.487624,179.45,-0.9,4,0.83,4.437,-1.796,-20.094,0.01,-2.81,0,0.88,5.03
1250,36,0.17763,120,0.487624,179.42,-0.59,4,0.83,0.021,3.133,-19.658,0.04,-3.02,0,0.95,5.02
1251,36,0.17763,120,0.487624,179.41,-0.45,4,0.83,-5.421,2.99,-19.671,0,-3.04,0,0.96,5
1252,36,0.177629,120,0.487624,179.37,-0.53,4,0.83,-0.339,4.041,0.807,0.05,-3.11,0,0.86,5.01
1253,36,0.177629,120,0.487624,179.36,-0.8,4,0.83,6.141,1.038,-19.85,0.07,-3.09,0,0.87,4.98
1254,36,0.177629,120,0.487624,179.32,-0.88,4,0.88,6.335,-4.926,11.415,0.08,-3.07,0.01,0.88,4.94
1255,36,0.177629,120,0.487624,179.31,-0.57,4,0.88,2.612,2.56,2.677,0.09,-2.99,0.01,0.91,4.9
1256,36,0.177629,120,0.487624,179.27,-0.56,4,0.78,-2.2,2.067,-9.172,0.15,-3.09,0,0.91,4.86
1257,36,0.177629,120,0.487624,179.25,-0.87,4,0.78,9.021,-4.531,5.503,0.17,-3.04,0,0.89,4.84
1258,36,0.177629,120,0.487624,179.22,-0.59,4,0.78,-1.311,3.859,-8.721,0.2,-3.03,0,0.86,4.77
1259,36,0.177628,120,0.487624,179.19,-0.44,4,0.84,-0.814,3.414,-19.641,0.2,-3.14,0.01,0.87,4.7
1260,36,0.177628,120,0.487624,179.16,-0.44,4,0.84,-3.155,5.742,-5.547,0.25,-3.14,0.01,0.94,4.6
1261,36,0.177628,120,0.487624,179.15,-0.96,4,0.87,4.322,0.339,-19.915,0.27,-3.2,0.01,0.92,4.58
1262,36,0.177628,120,0.487624,179.14,-0.69,4,0.87,8.222,-3.07,-4.739,0.28,-3.13,0.01,0.9,4.48
1263,36,0.177628,120,0.487624,179.14,-0.42,4,0.87,-4.192,5.869,-9.902,0.29,-3.13,0.01,0.86,4.44
1264,36,0.177627,120,0.487624,179.13,-0.56,4,0.89,-2.145,-2.104,11.74,0.33,-2.96,0.01,0.89,4.35
1265,36,0.177627,120,0.487624,179.12,-0.71,4,0.89,9.32,-3.332,-4.002,0.35,-2.91,0.01,0.96,4.39
1266,36,0.177627,120,0.487624,179.12,-0.58,4,0.95,2.333,-0.924,-8.752,0.38,-3.07,0.01,0.94,4.4
1267,36,0.177627,120,0.487624,179.14,-0.41,4,0.95,-2.351,1.115,-19.815,0.39,-3.17,0.01,0.93,4.37
1268,36,0.177627,120,0.487624,179.15,-0.69,4,0.95,-4.499,-0.78,-13.758,0.39,-3.2,0.01,0.9,4.37
1269,36,0.177627,120,0.487624,178.98,-0.88,4,0.93,2.981,-4.02,-2.65,0.42,-3.21,0.01,0.96,4.37
1270,36,0.177626,120,0.487624,178.95,-0.85,4,0.93,-3.11,-2.289,-13.265,0.48,-3.02,0.01,0.91,4.4
1271,36,0.177626,120,0.487624,178.92,-0.41,4,0.93,-3.019,1.617,-19.766,0.49,-3.12,0.01,0.89,4.42
1272,36,0.177626,120,0.487624,178.91,-0.67,4,0.93,5.001,-3.375,-1.524,0.52,-3.22,0.01,0.81,4.4
1273,36,0.177626,120,0.487624,178.88,-0.87,4,0.9,-1.177,-0.442,-3.588,0.5,-2.88,0.01,0.89,4.38
1274,36,0.177626,120,0.487624,178.86,-0.6,4,0.9,-5.958,-0.572,-5.283,0.54,-2.98,0.01,0.91,4.37
1275,36,0.177626,120,0.487624,178.83,-0.36,4,0.9,2.999,-0.097,-10.537,0.57,-2.87,0.01,0.97,4.42
1276,36,0.177625,120,0.487624,178.82,-0.46,4,0.95,-0.87,-0.1,-0.715,0.55,-2.84,0.01,0.91,4.46
1277,36,0.177625,120,0.487624,178.82,-0.49,4,0.95,-3.866,0.016,4.19,0.53,-2.64,0.01,0.89,4.42
1278,36,0.177625,120,0.487624,178.82,-0.73,4,0.95,0.361,3.309,-19.664,0.48,-2.79,0.01,0.99,4.43
1279,36,0.177625,120,0.487624,178.82,-0.58,4,0.89,1.533,-4.928,3.711,0.46,-2.77,0.01,0.97,4.46
1280,36,0.177625,120,0.487624,178.8,-0.35,4,0.89,0.266,-0.35,-14.429,0.45,-2.74,0.01,0.94,4.47
1281,36,0.177625,120,0.487624,178.8,-0.46,4,0.89,-2.978,4.066,-12.334,0.47,-2.78,0.01,0.9,4.49
1282,36,0.177625,120,0.487624,178.78,-0.21,4,0.91,5.897,3.276,-17.647,0.49,-3.04,0.01,0.99,4.5
1283,36,0.177624,120,0.487624,178.77,-0.5,4,0.91,-5.588,-1.956,2.297,0.48,-2.93,0.01,0.93,4.52
1284,36,0.177624,120,0.487624,178.74,-0.53,4,0.88,8.757,-0.592,-20.052,0.55,-2.72,0.01,0.98,4.55
1285,36,0.177624,120,0.487624,178.74,-0.02,4,0.88,-2.922,4.75,-19.513,0.57,-2.83,0.01,0.93,4.57
1286,36,0.177624,120,0.487624,178.73,-0.18,4,0.88,-1.855,-1.477,-3.672,0.61,-2.69,0.01,0.87,4.58
1287,36,0.177624,120,0.487624,178.71,-0.53,4,0.88,-1.854,-1.476,-3.673,0.59,-2.64,0.01,0.86,4.6
1288,36,0.177624,120,0.487624,178.68,-0.46,4,0.88,12.327,-0.847,-20.132,0.64,-2.68,0.01,0.95,4.63
1289,36,0.177623,120,0.487624,178.67,0.04,4,0.9,1.631,4.269,-19.595,0.66,-2.79,0.01,0.95,4.66
1290,36,0.177623,120,0.487624,178.69,-0.23,4,0.9,-0.687,-4.606,2.201,0.69,-2.79,0.01,0.88,4.71
1291,36,0.177623,120,0.487624,178.74,-0.23,4,0.91,6.806,-6.278,0.783,0.69,-2.69,0.02,1,4.76
1292,36,0.177623,120,0.487624,178.75,-0.39,4,0.91,6.806,-6.278,0.781,0.67,-2.6,0.02,1.03,4.8
1293,36,0.177623,120,0.487624,178.76,-0.42,4,0.9,-1.64,-1.281,5.551,0.66,-2.39,0.01,0.96,4.88
1294,36,0.177623,120,0.487624,178.76,-0.42,4,0.9,-1.64,-1.281,5.551,0.66,-2.39,0.01,0.96,4.88
1295,36,0.177622,120,0.487624,178.81,0.01,4,0.9,0.355,3.713,-14.629,0.62,-2.42,0.01,0.9,4.92
1296,36,0.177622,120,0.487624,178.81,0.01,4,0.9,0.355,3.713,-14.629,0.62,-2.42,0.01,0.9,4.92
1297,36,0.177622,120,0.487624,178.83,-0.06,4,0.91,6.172,0.372,-19.967,0.63,-2.22,0.01,0.92,4.89
1298,36,0.177622,120,0.487624,178.84,0.1,4,0.9,-1.099,3.816,-19.59,0.66,-2.59,0.01,1.01,4.94
1299,36,0.177622,120,0.487624,178.85,-0.16,4,0.9,-2.654,2.471,8.69,0.69,-2.43,0.01,1.05,4.99
1300,36,0.177622,120,0.487624,178.9,-0.2,4,0.9,-2.393,-1.331,-12.921,0.68,-2.18,0.01,0.92,4.97
1301,36,0.177621,120,0.487624,178.91,0.03,4,0.9,6.06,-4.856,0.663,0.66,-2.1,0.01,0.9,5.02
1302,36,0.177621,120,0.487624,178.92,-0.05,4,0.9,6.06,-4.857,0.662,0.65,-1.96,0.01,0.98,5.05
1303,36,0.177621,120,0.487624,178.94,0.22,4,0.9,0.378,-0.627,2.543,0.7,-1.91,0.01,0.93,5.04
1304,36,0.177621,120,0.487624,178.95,0.15,4,0.94,-4.608,-1.966,11.498,0.73,-1.66,0.01,0.89,5.06
1305,36,0.177621,120,0.487624,178.98,0.37,4,0.94,2.929,1.437,-19.851,0.79,-2.06,0.01,1.01,5.07
1306,36,0.17762,120,0.487624,179,0.09,4,0.91,0.007,0.116,10.857,0.78,-1.92,0.01,0.99,5.09
1307,36,0.17762,120,0.487624,179,-0.26,4,0.91,-0.097,-0.897,-20.016,0.8,-2.19,0.01,0.96,5.06
1308,36,0.17762,120,0.487624,178.99,-0.09,4,0.91,-11.033,5.777,-15.182,0.83,-2.28,0.01,0.86,5.03
1309,36,0.17762,120,0.487624,178.99,-0.04,4,0.85,-2.52,-1.135,-9.903,0.84,-2.3,0.01,0.86,5.05
1310,36,0.17762,120,0.487624,179,-0.07,4,0.85,-3.287,0.092,6.815,0.88,-2.25,0.01,0.85,5.05
1311,36,0.17762,120,0.487624,179,-0.3,4,0.89,0.913,2.578,-19.724,0.92,-2.25,0.01,0.85,5.05
1312,36,0.17762,120,0.487624,179,0.01,4,0.89,-9.041,6.821,-17.73,0.94,-2.36,0.01,0.79,5.01
1313,36,0.177619,120,0.487624,179.01,-0.03,4,0.89,-1.462,-1.989,-13.821,0.96,-2.05,0.01,0.82,4.97
1314,36,0.177619,120,0.487624,179.02,-0.21,4,0.9,6.8,0.051,-20.043,0.94,-2.18,0.01,0.89,4.99
1315,36,0.177619,120,0.487624,179.03,-0.04,4,0.9,7.289,0.224,-5.605,0.89,-2.18,0.01,0.98,4.96
1316,36,0.177619,120,0.487624,179.04,0.3,4,0.88,-4.071,4.199,-5.318,0.88,-2.17,0.01,0.93,4.93
1317,36,0.177619,120,0.487624,179.04,-0.05,4,0.88,-3.338,0.208,10.588,0.84,-2.02,0.01,0.86,4.92
1318,36,0.177619,120,0.487624,179.05,0.11,4,0.88,10.499,-3.698,-13.139,0.78,-2.15,0.01,0.91,4.87
1319,36,0.177619,120,0.487624,179.05,0.55,4,0.9,-0.051,-1.431,4.401,0.76,-2.17,0.01,0.91,4.89
1320,36,0.177618,120,0.487624,179.14,0.68,4,0.9,10.082,-0.472,-20.102,0.74,-1.94,0.01,0.9,4.84
1321,36,0.177618,120,0.487624,179.2,0.41,4,0.95,-6.895,4.06,-19.491,0.79,-2.33,0.01,0.9,4.84
1322,36,0.177618,120,0.487624,179.2,0.41,4,0.95,-2.699,2.898,-4.444,0.75,-2.24,0.01,0.96,4.85
1323,36,0.177618,120,0.487624,179.21,0.72,4,0.95,-1.019,-0.672,-14.045,0.73,-2.29,0.01,0.93,4.81
1324,36,0.177618,120,0.487624,179.26,0.41,4,0.91,9.558,-4.769,-11.802,0.77,-2.42,0.01,0.96,4.77
1325,36,0.177617,120,0.487624,179.35,0.12,4,0.91,-6.256,5.826,-19.285,0.81,-2.69,0.01,0.96,4.78
1326,36,0.177617,120,0.487624,179.38,0.22,4,0.91,-2.756,-1.607,16.77,0.84,-2.65,0.01,0.94,4.72
1327,36,0.177617,120,0.487624,179.38,0.2,4,0.91,10.877,-1.571,-20.226,0.9,-2.59,0,0.98,4.69
1328,36,0.177617,120,0.487624,179.39,-0.22,4,0.89,-2.918,0.635,12.164,0.99,-2.2,0,0.9,4.75
1329,36,0.177617,120,0.487624,179.39,-0.22,4,0.89,-2.918,0.635,12.164,0.99,-2.2,0,0.9,4.75
1330,36,0.177617,120,0.487624,179.39,-0.22,4,0.89,-3.485,2.821,-10.343,1.02,-2.26,0,0.88,4.72
1331,36,0.177616,120,0.487624,179.42,-0.13,4,0.93,8.763,-3.776,-13.163,1.09,-2.26,0,0.91,4.7
1332,36,0.177616,120,0.487624,179.44,0.35,4,0.93,-0.801,-2.47,3.33,1.07,-2.27,0,0.87,4.66
1333,36,0.177616,120,0.487624,179.46,-0.07,4,0.93,5.267,-1.222,-3.803,1.1,-2.24,0,0.92,4.69
1334,36,0.177616,120,0.487624,179.51,-0.02,4,0.84,-1.423,2.454,-19.697,1.16,-2.29,0.01,0.97,4.72
1335,36,0.177616,120,0.487624,179.52,0.28,4,0.84,-11.092,3.969,-18.229,1.17,-2.41,0.01,0.85,4.68
1336,36,0.177616,120,0.487624,179.53,0.35,4,0.89,-3.008,1.224,-16.597,1.18,-2.4,0,0.83,4.71
1337,36,0.177616,120,0.487624,179.51,0.26,4,0.89,4.152,-0.82,-13.313,1.18,-2.46,0,0.88,4.64
