frame,e_y,e_y_dot,e_phi,e_phi_dot,index,u1/deg,u1_0,u1_1,u1_2,u1_3,u2,curvature,v_x,v_y,timestamp
104,0.073923,0.057484,0.112050,0.012043,0,6.593805,0.010401,0.000109,0.104520,0.000053,0.000000,0.032169,0.870000,-0.040000,1621677224515699387
105,0.075190,0.060501,0.112923,0.006109,0,6.649488,0.010579,0.000115,0.105334,0.000027,0.000000,0.032169,0.890000,-0.040000,1621677224535518280
106,0.077830,0.052987,0.115715,0.005934,0,6.819159,0.010951,0.000101,0.107939,0.000026,0.000000,0.032169,0.890000,-0.050000,1621677224555403387
107,0.066199,0.063429,0.116937,0.015533,0,6.794243,0.009314,0.000121,0.109079,0.000068,0.000000,nan,0.970000,-0.050000,1621677224574989459
108,0.059852,0.057048,0.117635,0.020595,0,6.780968,0.008421,0.000108,0.109730,0.000091,0.000000,nan,0.910000,-0.050000,1621677224598587384
109,0.062450,0.067600,0.119555,0.019722,0,6.905454,0.008787,0.000128,0.111521,0.000087,0.000000,nan,0.900000,-0.040000,1621677224614527652
110,0.054859,0.069272,0.120079,0.021642,0,6.872907,0.007719,0.000132,0.112009,0.000095,0.000000,nan,0.910000,-0.040000,1621677224635778324
111,0.057577,0.081999,0.121999,0.022340,0,6.998989,0.008101,0.000156,0.113800,0.000098,0.000000,nan,1.000000,-0.040000,1621677224655738222
112,0.060303,0.079901,0.122348,0.026005,0,7.040319,0.008485,0.000152,0.114126,0.000114,0.000000,nan,0.980000,-0.040000,1621677224675373290
113,0.040456,0.070287,0.123918,0.034907,0,6.965466,0.005692,0.000134,0.115591,0.000154,0.000000,0.000000,0.890000,-0.040000,1621677224695761067
114,0.041812,0.073401,0.124617,0.022689,0,7.010973,0.005883,0.000139,0.116242,0.000100,0.000000,0.000000,0.910000,-0.040000,1621677224715096844
115,0.037063,0.071813,0.127060,0.028274,0,7.104516,0.005215,0.000136,0.118522,0.000124,0.000000,0.000000,0.880000,-0.040000,1621677224735885842
116,0.038489,0.082815,0.127933,0.035605,0,7.165696,0.005415,0.000157,0.119336,0.000157,0.000000,0.000000,0.960000,-0.040000,1621677224756319895
117,0.033982,0.097261,0.130725,0.037874,0,7.280756,0.004781,0.000185,0.121940,0.000167,0.000000,0.000000,1.050000,-0.040000,1621677224775453318
118,0.020873,0.089137,0.131772,0.021468,0,7.226020,0.002937,0.000169,0.122917,0.000094,0.000000,0.000000,0.980000,-0.040000,1621677224797174496
119,0.016313,0.086655,0.134739,0.024086,0,7.348228,0.002295,0.000165,0.125685,0.000106,0.000000,0.000000,0.940000,-0.040000,1621677224818783632
120,0.017806,0.088997,0.135787,0.026354,0,7.417058,0.002505,0.000169,0.126662,0.000116,0.000000,0.000000,0.950000,-0.040000,1621677224836148990
121,0.013518,0.095979,0.138754,0.021991,0,7.540729,0.001902,0.000182,0.129429,0.000097,0.000000,0.000000,0.980000,-0.040000,1621677224861474721
122,0.013552,0.095607,0.139801,0.025831,0,7.597894,0.001907,0.000182,0.130406,0.000114,0.000000,0.000000,0.970000,-0.040000,1621677224878079305
123,0.007919,0.092774,0.142768,0.020769,0,7.709482,0.001114,0.000176,0.133174,0.000091,0.000000,0.000000,0.930000,-0.040000,1621677224896770992
124,-0.004786,0.105253,0.143815,0.042761,0,7.669925,-0.000673,0.000200,0.134151,0.000188,0.000000,nan,1.010000,-0.040000,1621677224916986785
125,-0.008889,0.131531,0.146608,0.035430,0,7.787110,-0.001251,0.000250,0.136756,0.000156,0.000000,nan,1.170000,-0.040000,1621677224936475984
126,-0.007252,0.139926,0.147480,0.038921,0,7.848740,-0.001020,0.000266,0.137570,0.000171,0.000000,nan,1.220000,-0.040000,1621677224960447095
127,-0.026092,0.147623,0.150098,0.040666,0,7.838060,-0.003671,0.000280,0.140012,0.000179,0.000000,0.000000,1.250000,-0.040000,1621677224976927765
128,-0.024464,0.147204,0.150971,0.038746,0,7.897299,-0.003442,0.000280,0.140826,0.000170,0.000000,0.000000,1.240000,-0.040000,1621677224996592820
129,-0.028341,0.172507,0.153414,0.046949,0,8.001454,-0.003988,0.000328,0.143105,0.000207,0.000000,0.000000,1.320000,-0.030000,1621677225014706495
130,-0.026634,0.177446,0.154811,0.046077,0,8.090155,-0.003747,0.000337,0.144407,0.000203,0.000000,0.000000,1.340000,-0.030000,1621677225033753435
131,-0.030309,0.169317,0.156207,0.040666,0,8.132905,-0.004265,0.000322,0.145710,0.000179,0.000000,0.000000,1.340000,-0.040000,1621677225056008698
