frame,pgsnh,gpsnl,gpseh,gpsel,heading_angle,yaw_rate,gps_state,gps_velocity,acceleration_forward,acceleration_lateral,acceleration_down,pitch_angle,velocity_down,velocity_lateral,velocity_forward,roll_angle,timestamp
29,36.000000,0.177765,120.000000,0.487603,168.000000,-0.080000,4.000000,0.020000,7.310000,1.626000,-1.262000,-3.120000,-2.980000,0.000000,0.000000,4.990000,1615979278295589088
30,36.000000,0.177765,120.000000,0.487603,168.000000,1.900000,4.000000,0.020000,-2.985000,-0.640000,-12.867000,-3.170000,-3.060000,0.000000,0.000000,5.040000,1615979278315538560
31,36.000000,0.177765,120.000000,0.487603,168.000000,1.900000,4.000000,0.020000,-2.985000,-0.640000,-12.867000,-3.170000,-3.060000,0.000000,0.000000,5.040000,1615979278335501568
32,36.000000,0.177765,120.000000,0.487603,168.000000,-3.700000,4.000000,0.020000,7.295000,0.576000,0.424000,-3.190000,-2.940000,0.000000,0.000000,4.960000,1615979278355538272
33,36.000000,0.177765,120.000000,0.487603,168.000000,-3.790000,4.000000,0.010000,9.014000,3.392000,-5.433000,-3.220000,-3.010000,0.000000,0.000000,4.960000,1615979278375686304
34,36.000000,0.177765,120.000000,0.487603,168.000000,-3.790000,4.000000,0.010000,9.014000,3.392000,-5.433000,-3.220000,-3.010000,0.000000,0.000000,4.960000,1615979278393693376
35,36.000000,0.177765,120.000000,0.487603,168.000000,2.330000,4.000000,0.010000,-5.204000,-1.087000,-12.528000,-3.220000,-3.040000,0.000000,0.000000,5.000000,1615979278413702304
36,36.000000,0.177765,120.000000,0.487603,168.000000,-3.200000,4.000000,0.010000,7.110000,-1.335000,-7.355000,-3.190000,-3.000000,0.000000,0.000000,5.040000,1615979278433760960
37,36.000000,0.177765,120.000000,0.487603,168.000000,2.010000,4.000000,0.010000,-6.398000,-1.135000,-10.720000,-3.160000,-3.020000,0.000000,0.000000,5.070000,1615979278453924800
38,36.000000,0.177765,120.000000,0.487603,168.000000,1.660000,4.000000,0.010000,8.995000,3.972000,-2.945000,-3.130000,-2.950000,0.000000,0.000000,5.040000,1615979278473779392
39,36.000000,0.177765,120.000000,0.487603,168.000000,1.770000,4.000000,0.010000,-6.937000,-0.374000,-9.512000,-3.140000,-2.900000,0.000000,0.000000,5.080000,1615979278493913536
40,36.000000,0.177765,120.000000,0.487603,168.000000,-2.930000,4.000000,0.010000,0.109000,2.278000,-12.566000,-3.140000,-2.920000,0.000000,0.000000,5.120000,1615979278513513376
41,36.000000,0.177765,120.000000,0.487603,168.000000,-1.680000,4.000000,0.020000,2.869000,2.526000,-13.039000,-3.180000,-2.970000,0.000000,0.000000,5.140000,1615979278535699776
42,36.000000,0.177765,120.000000,0.487603,168.000000,-1.680000,4.000000,0.020000,2.869000,2.526000,-13.039000,-3.180000,-2.970000,0.000000,0.000000,5.140000,1615979278553575936
43,36.000000,0.177765,120.000000,0.487603,168.000000,-2.160000,4.000000,0.020000,3.043000,3.100000,-13.118000,-3.190000,-3.020000,0.000000,0.000000,5.210000,1615979278575578336
44,36.000000,0.177765,120.000000,0.487603,168.000000,-2.160000,4.000000,0.020000,3.043000,3.100000,-13.118000,-3.180000,-3.020000,0.000000,0.000000,5.230000,1615979278595629472
45,36.000000,0.177765,120.000000,0.487603,168.000000,1.900000,4.000000,0.020000,-8.833000,-0.628000,-7.805000,-3.170000,-3.040000,0.000000,0.000000,5.270000,1615979278613485792
46,36.000000,0.177765,120.000000,0.487603,168.000000,2.150000,4.000000,0.010000,-8.012000,-0.155000,-10.101000,-3.200000,-2.990000,0.000000,0.000000,5.290000,1615979278635622336
47,36.000000,0.177765,120.000000,0.487603,168.000000,2.150000,4.000000,0.010000,-8.012000,-0.155000,-10.101000,-3.200000,-2.990000,0.000000,0.000000,5.290000,1615979278653437504
48,36.000000,0.177765,120.000000,0.487603,168.000000,-0.510000,4.000000,0.010000,5.321000,2.301000,-4.281000,-3.220000,-2.910000,0.000000,0.000000,5.280000,1615979278675597664
49,36.000000,0.177765,120.000000,0.487603,168.000000,2.110000,4.000000,0.010000,-1.277000,-1.421000,-12.497000,-3.270000,-2.970000,0.000000,0.000000,5.280000,1615979278693419488
50,36.000000,0.177765,120.000000,0.487603,168.000000,2.410000,4.000000,0.010000,-2.973000,-0.806000,-11.375000,-3.340000,-2.910000,0.000000,0.000000,5.270000,1615979278715754112
51,36.000000,0.177765,120.000000,0.487603,168.000000,2.410000,4.000000,0.010000,-2.973000,-0.806000,-11.375000,-3.340000,-2.910000,0.000000,0.000000,5.270000,1615979278733686944
52,36.000000,0.177765,120.000000,0.487603,168.000000,0.140000,4.000000,0.010000,7.297000,2.303000,-1.991000,-3.330000,-2.840000,0.000000,0.000000,5.250000,1615979278753913344
53,36.000000,0.177765,120.000000,0.487603,168.000000,2.470000,4.000000,0.020000,-3.311000,-0.544000,-12.011000,-3.340000,-2.920000,0.000000,0.000000,5.300000,1615979278773663648
54,36.000000,0.177765,120.000000,0.487603,168.000000,-3.480000,4.000000,0.020000,8.775000,2.746000,-8.802000,-3.290000,-2.910000,0.000000,0.000000,5.240000,1615979278793732768
55,36.000000,0.177765,120.000000,0.487603,168.000000,2.210000,4.000000,0.020000,-4.830000,-1.130000,-12.408000,-3.260000,-2.950000,0.000000,0.000000,5.270000,1615979278813774624
56,36.000000,0.177765,120.000000,0.487603,168.000000,-3.500000,4.000000,0.020000,8.996000,0.079000,-5.199000,-3.230000,-2.900000,0.000000,0.000000,5.310000,1615979278833795136
57,36.000000,0.177765,120.000000,0.487603,168.000000,2.000000,4.000000,0.020000,-6.242000,-0.779000,-11.732000,-3.200000,-2.940000,0.000000,0.000000,5.330000,1615979278853793152
58,36.000000,0.177765,120.000000,0.487603,168.000000,-3.570000,4.000000,0.020000,9.647000,3.484000,-1.908000,-3.160000,-2.860000,0.000000,0.000000,5.330000,1615979278873924800
59,36.000000,0.177765,120.000000,0.487603,168.000000,2.000000,4.000000,0.020000,-7.522000,-0.822000,-9.803000,-3.130000,-2.910000,0.000000,0.000000,5.360000,1615979278893987040
60,36.000000,0.177765,120.000000,0.487603,168.000000,-2.710000,4.000000,0.020000,1.763000,3.420000,-15.441000,-3.100000,-2.970000,0.000000,0.000000,5.330000,1615979278913950848
61,36.000000,0.177765,120.000000,0.487603,168.000000,1.590000,4.000000,0.000000,-8.166000,-1.342000,-7.871000,-3.110000,-3.000000,0.000000,0.000000,5.410000,1615979278933935744
62,36.000000,0.177765,120.000000,0.487603,168.000000,-1.690000,4.000000,0.000000,3.056000,2.347000,-12.605000,-3.100000,-3.030000,0.000000,0.000000,5.340000,1615979278953779040
63,36.000000,0.177765,120.000000,0.487603,168.000000,-3.230000,4.000000,0.020000,-8.683000,-0.941000,-8.312000,-3.150000,-3.060000,0.000000,0.000000,5.400000,1615979278973607168
64,36.000000,0.177765,120.000000,0.487603,168.000000,-1.660000,4.000000,0.020000,2.996000,1.872000,-8.078000,-3.170000,-3.050000,0.000000,0.000000,5.390000,1615979278993515616
65,36.000000,0.177765,120.000000,0.487603,168.000000,1.980000,4.000000,0.020000,-8.601000,-0.240000,-9.285000,-3.190000,-3.080000,0.000000,0.000000,5.430000,1615979279015905856
66,36.000000,0.177765,120.000000,0.487603,168.000000,1.980000,4.000000,0.020000,-8.601000,-0.240000,-9.285000,-3.190000,-3.080000,0.000000,0.000000,5.430000,1615979279033778048
67,36.000000,0.177765,120.000000,0.487603,168.000000,2.150000,4.000000,0.000000,-8.700000,-1.060000,-7.996000,-3.250000,-3.020000,0.000000,0.000000,5.470000,1615979279053652832
68,36.000000,0.177765,120.000000,0.487603,168.000000,-0.320000,4.000000,0.010000,6.284000,2.794000,-5.378000,-3.290000,-2.930000,0.000000,0.000000,5.410000,1615979279073639648
69,36.000000,0.177765,120.000000,0.487603,168.000000,2.300000,4.000000,0.010000,-9.431000,-1.095000,-7.223000,-3.310000,-2.960000,0.000000,0.000000,5.460000,1615979279093764320
70,36.000000,0.177765,120.000000,0.487603,168.000000,-0.620000,4.000000,0.010000,5.336000,1.878000,0.275000,-3.340000,-2.830000,0.000000,0.000000,5.430000,1615979279113510912
71,36.000000,0.177765,120.000000,0.487603,168.000000,0.260000,4.000000,0.100000,7.322000,2.326000,-1.812000,-3.370000,-2.830000,0.000000,0.160000,5.450000,1615979279135605792
72,36.000000,0.177765,120.000000,0.487603,168.000000,0.260000,4.000000,0.100000,7.322000,2.326000,-1.812000,-3.370000,-2.830000,0.000000,0.160000,5.450000,1615979279153564608
73,36.000000,0.177765,120.000000,0.487603,168.000000,2.320000,4.000000,0.000000,-3.074000,-0.437000,-13.202000,-3.400000,-2.920000,0.000000,0.090000,5.500000,1615979279173590944
74,36.000000,0.177765,120.000000,0.487603,168.000000,-3.550000,4.000000,0.000000,9.763000,0.489000,-1.035000,-3.400000,-2.830000,0.000000,0.000000,5.450000,1615979279193557216
75,36.000000,0.177765,120.000000,0.487603,168.000000,-3.830000,4.000000,0.020000,7.004000,-0.989000,-8.367000,-3.380000,-2.870000,0.000000,0.000000,5.530000,1615979279215551072
76,36.000000,0.177765,120.000000,0.487603,168.000000,-3.830000,4.000000,0.020000,7.004000,-0.989000,-8.367000,-3.380000,-2.870000,0.000000,0.000000,5.530000,1615979279235544480
77,36.000000,0.177765,120.000000,0.487603,168.000000,1.520000,4.000000,0.020000,12.531000,-2.877000,0.988000,-3.350000,-2.800000,0.000000,0.000000,5.550000,1615979279255532896
78,36.000000,0.177765,120.000000,0.487603,168.000000,1.740000,4.000000,0.020000,-6.846000,-0.488000,-8.573000,-3.290000,-2.710000,0.000000,0.000000,5.660000,1615979279275688288
79,36.000000,0.177765,120.000000,0.487603,168.000000,1.740000,4.000000,0.020000,-6.846000,-0.488000,-8.573000,-3.290000,-2.710000,0.000000,0.000000,5.660000,1615979279293495136
80,36.000000,0.177765,120.000000,0.487603,168.000000,1.560000,4.000000,0.010000,-7.957000,0.915000,-14.845000,-3.250000,-2.890000,0.000000,0.000000,5.730000,1615979279315773472
81,36.000000,0.177765,120.000000,0.487603,168.000000,1.560000,4.000000,0.010000,-7.957000,0.915000,-14.845000,-3.250000,-2.890000,0.000000,0.000000,5.730000,1615979279334025952
82,36.000000,0.177765,120.000000,0.487603,168.000000,-2.310000,4.000000,0.010000,2.304000,3.646000,-13.532000,-3.280000,-2.930000,0.000000,0.000000,5.800000,1615979279374627360
83,36.000000,0.177765,120.000000,0.487603,168.000000,-2.350000,4.000000,0.020000,3.185000,4.089000,-14.122000,-3.250000,-3.030000,0.000000,0.000000,5.830000,1615979279394487040
84,36.000000,0.177765,120.000000,0.487603,168.000000,1.880000,4.000000,0.020000,-8.363000,-0.367000,-8.853000,-3.210000,-3.060000,0.000000,0.000000,5.910000,1615979279414826464
85,36.000000,0.177765,120.000000,0.487603,168.000000,-1.060000,4.000000,0.010000,4.019000,2.746000,-7.838000,-3.210000,-2.980000,0.000000,0.000000,5.920000,1615979279434629984
86,36.000000,0.177765,120.000000,0.487603,168.000000,2.090000,4.000000,0.010000,-8.306000,-0.711000,-8.252000,-3.190000,-2.990000,0.000000,0.000000,5.910000,1615979279454484736
87,36.000000,0.177765,120.000000,0.487603,168.000000,1.520000,4.000000,0.010000,6.234000,2.770000,-5.566000,-3.180000,-2.920000,0.000000,0.000000,5.890000,1615979279474372992
88,36.000000,0.177765,120.000000,0.487603,168.000000,2.030000,4.000000,0.010000,-9.170000,-0.302000,-8.971000,-3.200000,-2.880000,0.000000,0.000000,5.930000,1615979279494414080
89,36.000000,0.177765,120.000000,0.487603,168.000000,0.010000,4.000000,0.010000,7.173000,1.802000,0.438000,-3.250000,-2.780000,0.000000,0.000000,5.910000,1615979279514393056
90,36.000000,0.177765,120.000000,0.487603,168.000000,2.390000,4.000000,0.000000,-3.731000,-0.556000,-10.918000,-3.290000,-2.850000,0.000000,0.000000,5.940000,1615979279534404160
91,36.000000,0.177765,120.000000,0.487603,168.000000,0.840000,4.000000,0.000000,9.836000,3.028000,-6.018000,-3.310000,-2.840000,0.000000,0.000000,5.890000,1615979279554745536
92,36.000000,0.177765,120.000000,0.487603,168.000000,2.160000,4.000000,0.020000,-5.415000,-1.107000,-10.344000,-3.300000,-2.860000,0.000000,0.000000,5.950000,1615979279574660896
93,36.000000,0.177765,120.000000,0.487603,168.000000,-2.080000,4.000000,0.020000,10.987000,2.856000,-5.293000,-3.260000,-2.840000,0.000000,0.000000,5.970000,1615979279594407520
94,36.000000,0.177765,120.000000,0.487603,168.000000,1.340000,4.000000,0.020000,-7.369000,-1.182000,-8.219000,-3.240000,-2.850000,0.000000,0.000000,5.950000,1615979279614460320
95,36.000000,0.177765,120.000000,0.487603,168.000000,-2.720000,4.000000,0.000000,11.691000,4.061000,-2.394000,-3.220000,-2.790000,0.000000,0.000000,5.970000,1615979279634541824
96,36.000000,0.177765,120.000000,0.487603,168.000000,-2.720000,4.000000,0.000000,11.691000,4.061000,-2.394000,-3.220000,-2.790000,0.000000,0.000000,5.970000,1615979279654498176
97,36.000000,0.177765,120.000000,0.487603,168.000000,1.770000,4.000000,0.010000,17.501000,4.399000,-1.049000,-3.150000,-2.750000,0.000000,0.000000,5.950000,1615979279674501728
98,36.000000,0.177765,120.000000,0.487603,168.000000,1.220000,4.000000,0.010000,-7.933000,-0.251000,-9.398000,-3.100000,-2.700000,0.000000,0.000000,5.950000,1615979279694533280
99,36.000000,0.177765,120.000000,0.487603,168.000000,-1.500000,4.000000,0.010000,17.449000,2.409000,-0.134000,-3.060000,-2.620000,0.000000,0.000000,5.970000,1615979279714660864
100,36.000000,0.177765,120.000000,0.487603,168.000000,0.780000,4.000000,0.020000,-8.579000,-0.958000,-8.658000,-3.030000,-2.670000,0.000000,0.000000,6.010000,1615979279734466944
101,36.000000,0.177765,120.000000,0.487603,168.000000,-1.610000,4.000000,0.020000,3.978000,2.981000,-8.795000,-3.030000,-2.690000,0.000000,0.000000,5.960000,1615979279754409920
102,36.000000,0.177765,120.000000,0.487603,168.000000,0.710000,4.000000,0.000000,-9.221000,-0.723000,-8.264000,-3.040000,-2.730000,0.000000,0.000000,5.990000,1615979279774483584
103,36.000000,0.177765,120.000000,0.487603,168.000000,-1.060000,4.000000,0.000000,5.220000,3.556000,-9.644000,-3.000000,-2.750000,0.000000,0.000000,5.940000,1615979279794423744
104,36.000000,0.177765,120.000000,0.487603,168.000000,2.100000,4.000000,0.000000,-9.116000,-0.647000,-9.303000,-2.970000,-2.780000,0.000000,0.000000,5.960000,1615979279814425664
105,36.000000,0.177765,120.000000,0.487603,168.000000,-0.690000,4.000000,0.020000,-1.706000,-1.541000,-2.036000,-2.970000,-2.650000,0.000000,0.000000,5.960000,1615979279834445568
106,36.000000,0.177765,120.000000,0.487603,168.000000,2.120000,4.000000,0.020000,-9.409000,-1.303000,-9.106000,-2.970000,-2.700000,0.000000,0.000000,6.050000,1615979279854928128
107,36.000000,0.177765,120.000000,0.487603,168.000000,1.950000,4.000000,0.010000,7.614000,3.354000,-3.462000,-2.980000,-2.610000,0.000000,0.000000,5.970000,1615979279874624160
108,36.000000,0.177765,120.000000,0.487603,168.000000,2.400000,4.000000,0.010000,-9.544000,-0.970000,-8.935000,-3.020000,-2.580000,0.000000,0.000000,6.060000,1615979279894594400
109,36.000000,0.177765,120.000000,0.487603,168.000000,0.550000,4.000000,0.010000,-3.949000,2.507000,-13.316000,-3.050000,-2.490000,0.000000,0.000000,6.060000,1615979279914582464
110,36.000000,0.177765,120.000000,0.487603,168.000000,2.250000,4.000000,0.000000,7.988000,-1.117000,-6.176000,-3.090000,-2.590000,0.000000,0.000000,6.100000,1615979279934696096
111,36.000000,0.177765,120.000000,0.487603,168.000000,0.890000,4.000000,0.000000,-3.112000,2.494000,-12.360000,-3.120000,-2.560000,0.000000,0.000000,6.110000,1615979279954342176
112,36.000000,0.177765,120.000000,0.487603,168.000000,-1.610000,4.000000,0.000000,-5.291000,-0.614000,-11.271000,-3.160000,-2.630000,0.000000,0.000000,6.150000,1615979279974517888
113,36.000000,0.177765,120.000000,0.487603,168.000000,1.590000,4.000000,0.000000,-1.298000,2.622000,-11.936000,-3.150000,-2.610000,0.000000,0.000000,6.110000,1615979279994729856
114,36.000000,0.177765,120.000000,0.487603,168.000000,1.880000,4.000000,0.000000,4.271000,-1.182000,-7.786000,-3.120000,-2.650000,0.000000,0.000000,6.210000,1615979280014692832
115,36.000000,0.177765,120.000000,0.487603,168.000000,-2.670000,4.000000,0.010000,-9.093000,4.254000,-15.877000,-3.130000,-2.640000,0.000000,0.000000,6.210000,1615979280034435584
116,36.000000,0.177765,120.000000,0.487603,168.000000,1.630000,4.000000,0.010000,2.131000,-1.705000,-8.049000,-3.100000,-2.700000,0.000000,0.000000,6.240000,1615979280054747744
117,36.000000,0.177765,120.000000,0.487603,168.000000,1.820000,4.000000,0.020000,17.493000,1.703000,-3.155000,-3.050000,-2.660000,0.000000,0.000000,6.270000,1615979280074481184
118,36.000000,0.177765,120.000000,0.487603,168.000000,0.250000,4.000000,0.020000,0.559000,-0.988000,-8.912000,-3.050000,-2.630000,0.000000,0.000000,6.290000,1615979280094494336
119,36.000000,0.177765,120.000000,0.487603,168.000000,-0.830000,4.000000,0.020000,-6.408000,2.318000,-13.916000,-3.060000,-2.600000,0.000000,0.000000,6.340000,1615979280116866208
120,36.000000,0.177765,120.000000,0.487603,168.000000,-0.240000,4.000000,0.020000,-1.030000,-1.041000,-10.824000,-3.030000,-2.670000,0.000000,0.000000,6.370000,1615979280134882880
121,36.000000,0.177765,120.000000,0.487603,168.000000,-0.750000,4.000000,0.020000,-5.296000,2.790000,-14.851000,-3.060000,-2.590000,0.000000,0.000000,6.370000,1615979280155114912
122,36.000000,0.177765,120.000000,0.487603,168.000000,-0.050000,4.000000,0.020000,-2.036000,-0.703000,-10.801000,-3.060000,-2.660000,0.000000,0.000000,6.400000,1615979280174984480
123,36.000000,0.177765,120.000000,0.487603,168.000000,-0.150000,4.000000,0.020000,-5.281000,2.504000,-13.680000,-3.030000,-2.620000,0.000000,0.000000,6.410000,1615979280194996864
124,36.000000,0.177765,120.000000,0.487603,168.000000,-0.420000,4.000000,0.020000,-2.839000,-0.383000,-12.067000,-3.000000,-2.680000,0.000000,0.000000,6.440000,1615979280215068704
125,36.000000,0.177765,120.000000,0.487603,168.000000,0.460000,4.000000,0.000000,-4.201000,2.731000,-13.598000,-2.990000,-2.690000,0.000000,0.000000,6.460000,1615979280235101344
126,36.000000,0.177765,120.000000,0.487603,168.000000,2.500000,4.000000,0.000000,8.105000,-0.880000,-7.128000,-2.990000,-2.740000,0.000000,0.000000,6.490000,1615979280254960032
127,36.000000,0.177765,120.000000,0.487603,168.000000,1.560000,4.000000,0.000000,9.084000,2.961000,-5.103000,-3.010000,-2.710000,0.000000,0.000000,6.440000,1615979280274927584
128,36.000000,0.177765,120.000000,0.487603,168.000000,2.240000,4.000000,0.000000,6.995000,-0.813000,-6.906000,-3.050000,-2.690000,0.000000,0.000000,6.470000,1615979280294933344
129,36.000000,0.177765,120.000000,0.487603,168.000000,1.090000,4.000000,0.000000,-2.068000,3.183000,-10.697000,-3.080000,-2.640000,0.000000,0.000000,6.370000,1615979280315015616
130,36.000000,0.177765,120.000000,0.487603,168.000000,1.810000,4.000000,0.010000,5.593000,-0.711000,-8.578000,-3.130000,-2.700000,0.000000,0.000000,6.410000,1615979280334958144
131,36.000000,0.177765,120.000000,0.487603,168.000000,1.110000,4.000000,0.010000,-0.086000,3.373000,-12.358000,-3.150000,-2.590000,0.000000,0.000000,6.370000,1615979280354967136
132,36.000000,0.177765,120.000000,0.487603,168.000000,1.420000,4.000000,0.020000,3.466000,-0.682000,-10.315000,-3.160000,-2.630000,0.000000,0.000000,6.400000,1615979280374973984
133,36.000000,0.177765,120.000000,0.487603,168.000000,1.280000,4.000000,0.020000,2.656000,3.805000,-14.409000,-3.150000,-2.560000,0.000000,0.000000,6.370000,1615979280394916352
134,36.000000,0.177765,120.000000,0.487603,168.000000,0.700000,4.000000,0.020000,1.087000,-0.015000,-10.322000,-3.120000,-2.620000,0.000000,0.000000,6.390000,1615979280414921088
135,36.000000,0.177765,120.000000,0.487603,168.000000,-1.730000,4.000000,0.020000,3.086000,2.528000,-9.530000,-3.130000,-2.660000,0.000000,0.000000,6.370000,1615979280435422976
136,36.000000,0.177765,120.000000,0.487603,168.000000,0.750000,4.000000,0.020000,0.060000,-0.233000,-11.570000,-3.100000,-2.670000,0.000000,0.000000,6.450000,1615979280455143680
137,36.000000,0.177765,120.000000,0.487603,168.000000,1.540000,4.000000,0.020000,10.736000,-1.952000,-0.465000,-3.050000,-2.630000,0.000000,0.000000,6.470000,1615979280475012064
138,36.000000,0.177765,120.000000,0.487603,168.000000,0.460000,4.000000,0.020000,-1.413000,-0.548000,-12.468000,-3.020000,-2.550000,0.000000,0.000000,6.550000,1615979280495194272
139,36.000000,0.177765,120.000000,0.487603,168.000000,-0.480000,4.000000,0.020000,-5.441000,2.826000,-13.574000,-2.990000,-2.550000,0.000000,0.000000,6.590000,1615979280515206624
140,36.000000,0.177765,120.000000,0.487603,168.000000,-0.250000,4.000000,0.020000,-2.137000,-0.025000,-13.806000,-2.970000,-2.660000,0.000000,0.000000,6.630000,1615979280535145280
141,36.000000,0.177765,120.000000,0.487603,168.000000,-0.290000,4.000000,0.020000,-5.240000,3.125000,-15.603000,-2.960000,-2.680000,0.000000,0.000000,6.640000,1615979280555105472
142,36.000000,0.177765,120.000000,0.487603,168.000000,-0.230000,4.000000,0.010000,-2.870000,0.242000,-12.635000,-2.960000,-2.730000,0.000000,0.000000,6.720000,1615979280575293984
143,36.000000,0.177765,120.000000,0.487603,168.000000,0.430000,4.000000,0.010000,-4.388000,2.621000,-14.328000,-2.920000,-2.710000,0.000000,0.000000,6.730000,1615979280593046624
144,36.000000,0.177765,120.000000,0.487603,168.000000,-0.250000,4.000000,0.010000,-3.595000,-0.506000,-12.088000,-2.880000,-2.780000,0.000000,0.000000,6.820000,1615979280615133984
145,36.000000,0.177765,120.000000,0.487603,168.000000,0.900000,4.000000,0.000000,-3.792000,2.774000,-13.953000,-2.840000,-2.770000,0.000000,0.000000,6.830000,1615979280635015392
