frame,pgsnh,gpsnl,gpseh,gpsel,heading_angle,yaw_rate,gps_state,gps_velocity,acceleration_forward,acceleration_lateral,acceleration_down,pitch_angle,velocity_down,velocity_lateral,velocity_forward,roll_angle
512,36,0.177024,120,0.488153,85.3,0.4,4,0.05,3.701,-6.686,-19.367,2.7,-1.92,0,0.01,7.93
513,36,0.177024,120,0.488153,85.3,0.4,4,0.05,3.701,-6.686,-19.367,2.7,-1.92,0,0.01,7.93
514,36,0.177024,120,0.488153,85.3,-0.14,4,0.05,-4.129,9.544,3.179,-10.05,-1.76,0,0,7.93
515,36,0.177024,120,0.488153,85.3,-0.14,4,0.05,-4.129,9.544,3.179,-10.05,-1.76,0,0,7.93
516,36,0.177024,120,0.488153,85.3,-0.16,4,0.05,-10.465,8.36,-1.467,-8.31,-1.76,0,0.01,7.87
517,36,0.177024,120,0.488153,85.3,0.12,4,0.05,-2.623,7.229,6.606,-19.56,-1.54,0,0.01,7.87
518,36,0.177024,120,0.488153,85.3,-0.24,4,0.05,8.327,-4.341,-18.312,-6.41,-1.48,0,0.06,7.78
519,36,0.177024,120,0.488153,85.3,-0.24,4,0.05,8.327,-4.341,-18.312,-6.41,-1.48,0,0.06,7.78
520,36,0.177024,120,0.488153,85.3,-0.02,4,0.05,5.275,-4.35,-19.411,2.84,-1.66,0,0.16,7.75
521,36,0.177024,120,0.488153,85.3,-0.02,4,0.05,5.275,-4.35,-19.411,2.84,-1.66,0,0.16,7.75
522,36,0.177024,120,0.488153,85.25,-0.48,4,0.07,-8.356,1.042,-16.384,27.7,-1.59,0,0.22,7.73
523,36,0.177024,120,0.488153,85.25,-0.48,4,0.07,-8.356,1.042,-16.384,27.7,-1.59,0,0.22,7.73
524,36,0.177024,120,0.488153,85.25,0.02,4,0.07,-6.831,1.042,-17.076,18.33,-1.85,0,0.05,7.79
525,36,0.177024,120,0.488153,85.25,0.02,4,0.07,-6.831,1.042,-17.076,18.33,-1.85,0,0.05,7.79
526,36,0.177024,120,0.488153,85.23,-0.41,4,0.04,6.759,-11.003,-15.961,27.13,-2.04,0,0.07,7.73
527,36,0.177024,120,0.488153,85.23,-0.41,4,0.04,6.759,-11.003,-15.961,27.13,-2.04,0,0.07,7.73
528,36,0.177024,120,0.488153,85.23,0.03,4,0.04,-4.746,1.487,-5.647,18.16,-2.05,0,0.01,7.74
529,36,0.177024,120,0.488153,85.23,0.03,4,0.04,-4.746,1.487,-5.647,18.16,-2.05,0,0.01,7.74
530,36,0.177024,120,0.488153,85.23,0.18,4,0.04,-0.736,2.809,0.861,-1.92,-2.09,0,0.01,7.76
531,36,0.177024,120,0.488153,85.23,0.18,4,0.04,-0.736,2.809,0.861,-1.92,-2.09,0,0.01,7.76
532,36,0.177024,120,0.488153,85.25,-0.04,4,0.08,10.438,-3.737,-14.342,-4.98,-1.99,0,0.1,7.69
533,36,0.177024,120,0.488153,85.25,-0.04,4,0.08,10.438,-3.737,-14.342,-4.98,-1.99,0,0.1,7.69
534,36,0.177024,120,0.488153,85.25,0.24,4,0.08,-0.6,2.19,3.751,-8.61,-1.74,0,0.04,7.67
535,36,0.177024,120,0.488153,85.25,0.24,4,0.08,-0.6,2.19,3.751,-8.61,-1.74,0,0.04,7.67
536,36,0.177024,120,0.488153,85.29,-0.15,4,0.05,12.507,-7.75,-18.406,-6.55,-1.78,0,0.16,7.67
537,36,0.177024,120,0.488153,85.29,0.24,4,0.05,-2.2,-1.943,8.162,1.27,-1.77,0,0,7.56
538,36,0.177024,120,0.488153,85.29,0.24,4,0.05,-2.2,-1.943,8.162,1.27,-1.77,0,0,7.56
539,36,0.177024,120,0.488153,85.29,0.22,4,0.05,12.285,-7.829,-18.612,-4.66,-1.76,0,0.01,7.47
540,36,0.177024,120,0.488153,85.29,0.22,4,0.05,12.285,-7.829,-18.612,-4.66,-1.76,0,0.01,7.47
541,36,0.177024,120,0.488153,85.22,-0.03,4,0.08,-0.186,3.157,1.732,4.04,-1.69,0,0.02,7.37
542,36,0.177024,120,0.488153,85.22,0.38,4,0.08,13.826,-9.182,-17.315,-11.33,-1.78,0,0.13,7.31
543,36,0.177024,120,0.488153,85.22,0.38,4,0.08,13.826,-9.182,-17.315,-11.33,-1.78,0,0.13,7.31
544,36,0.177024,120,0.488153,85.22,-0.01,4,0.08,2.526,0.338,-0.581,7.47,-1.69,0,0.13,7.2
545,36,0.177024,120,0.488153,85.22,-0.01,4,0.08,2.526,0.338,-0.581,7.47,-1.69,0,0.13,7.2
546,36,0.177024,120,0.488153,85.26,0.48,4,0.05,-8.705,9.026,4.552,-7.83,-1.57,0,0.01,7.16
547,36,0.177024,120,0.488153,85.26,0.48,4,0.05,-8.705,9.026,4.552,-7.83,-1.57,0,0.01,7.16
548,36,0.177024,120,0.488153,85.26,0.07,4,0.05,0.827,-7.766,3.906,7.57,-1.6,0,0.01,7.1
549,36,0.177024,120,0.488153,85.26,0.07,4,0.05,0.827,-7.766,3.906,7.57,-1.6,0,0.01,7.1
550,36,0.177024,120,0.488153,85.29,0.54,4,0.08,-7.913,11.093,11.596,11.87,-1.41,0,0.01,7.03
551,36,0.177024,120,0.488153,85.29,0.54,4,0.08,-7.913,11.093,11.596,11.87,-1.41,0,0.01,7.03
552,36,0.177024,120,0.488153,85.29,0.58,4,0.08,2.086,-6.125,-8.36,-23.88,-1.32,0,0.05,7.01
553,36,0.177024,120,0.488153,85.29,-0.32,4,0.08,-8.055,12.387,8.19,0.93,-1.18,0,0.05,6.92
554,36,0.177024,120,0.488153,85.29,-0.32,4,0.08,-8.055,12.387,8.19,0.93,-1.18,0,0.05,6.92
555,36,0.177024,120,0.488153,85.33,0.14,4,0.07,-2.662,0.617,-18.794,-5.88,-1.36,0,0.06,6.91
556,36,0.177024,120,0.488153,85.33,0.14,4,0.07,-2.662,0.617,-18.794,-5.88,-1.36,0,0.06,6.91
557,36,0.177024,120,0.488153,85.33,-0.43,4,0.07,-4.849,9.768,12.837,9.44,-1.43,0,0.16,6.85
558,36,0.177024,120,0.488153,85.33,-0.43,4,0.07,-4.849,9.768,12.837,9.44,-1.43,0,0.16,6.85
559,36,0.177024,120,0.488153,85.33,0.14,4,0.07,4.279,-3.42,-12.679,4.16,-1.36,0,0.12,6.88
560,36,0.177024,120,0.488153,85.33,0.14,4,0.07,4.279,-3.42,-12.679,4.16,-1.36,0,0.12,6.88
561,36,0.177024,120,0.488153,85.32,-0.44,4,0.07,8.725,-8.857,-18.892,-4.88,-1.63,0,0.12,6.87
562,36,0.177024,120,0.488153,85.32,0.24,4,0.07,3.427,-2.585,-14.236,2.83,-1.65,0,0.11,6.84
563,36,0.177024,120,0.488153,85.32,0.24,4,0.07,3.427,-2.585,-14.236,2.83,-1.65,0,0.11,6.84
564,36,0.177024,120,0.488153,85.32,0.24,4,0.07,5.424,-7.438,-18.679,-11.64,-1.74,0,0.08,6.85
565,36,0.177024,120,0.488153,85.29,-0.18,4,0.08,8.489,-4.277,-16.824,-3.82,-1.97,0,0.17,6.82
566,36,0.177024,120,0.488153,85.29,-0.18,4,0.08,8.489,-4.277,-16.824,-3.82,-1.97,0,0.17,6.82
567,36,0.177024,120,0.488153,85.29,0.26,4,0.08,0.488,-5.787,-19.342,-8.73,-2.09,0,0.06,6.86
568,36,0.177024,120,0.488153,85.29,0.26,4,0.08,0.488,-5.787,-19.342,-8.73,-2.09,0,0.06,6.86
569,36,0.177024,120,0.488153,85.32,-0.16,4,0.08,-7.846,2.836,-1.401,-18.33,-2.15,0,0.02,6.84
570,36,0.177024,120,0.488153,85.32,-0.16,4,0.08,-7.846,2.836,-1.401,-18.33,-2.15,0,0.02,6.84
571,36,0.177024,120,0.488153,85.32,0.21,4,0.08,-5.64,5.084,16.346,-2.59,-2.04,0,0.08,6.85
572,36,0.177024,120,0.488153,85.32,0.21,4,0.08,-5.64,5.084,16.346,-2.59,-2.04,0,0.08,6.85
573,36,0.177024,120,0.488153,85.32,0.36,4,0.08,-10.339,10.273,-3.078,-8.15,-1.96,0,0.01,6.89
574,36,0.177024,120,0.488153,85.32,0.36,4,0.08,-10.339,10.273,-3.078,-8.15,-1.96,0,0.01,6.89
575,36,0.177024,120,0.488153,85.27,-0.16,4,0.07,-2.765,5.766,2.976,-11.9,-1.99,0,0.09,6.88
576,36,0.177024,120,0.488153,85.27,0.37,4,0.07,-12.358,11.945,5.392,-9.98,-1.76,0,0,6.9
577,36,0.177024,120,0.488153,85.27,0.37,4,0.07,-12.358,11.945,5.392,-9.98,-1.76,0,0,6.9
578,36,0.177024,120,0.488153,85.27,-0.13,4,0.07,-1.037,3.77,3.347,-16.36,-1.89,0,0.11,6.86
579,36,0.177024,120,0.488153,85.27,-0.13,4,0.07,-1.037,3.77,3.347,-16.36,-1.89,0,0.11,6.86
580,36,0.177024,120,0.488153,85.3,0.37,4,0.08,16.32,-9.303,-10.454,7.11,-1.87,0,0.25,6.87
581,36,0.177024,120,0.488153,85.3,0.37,4,0.08,16.32,-9.303,-10.454,7.11,-1.87,0,0.25,6.87
582,36,0.177024,120,0.488153,85.3,-0.11,4,0.08,3.493,-1.5,-18.446,-4.87,-1.9,0,0.2,6.86
583,36,0.177024,120,0.488153,85.3,-0.11,4,0.08,3.493,-1.5,-18.446,-4.87,-1.9,0,0.2,6.86
584,36,0.177024,120,0.488153,85.32,0.26,4,0.08,12.675,-6.816,-19.238,-0.33,-1.98,0,0.33,6.82
585,36,0.177024,120,0.488153,85.32,0.25,4,0.08,-1.929,-2.967,-11.46,6.07,-1.99,0,0.17,6.87
586,36,0.177024,120,0.488153,85.32,0.25,4,0.08,-1.929,-2.967,-11.46,6.07,-1.99,0,0.17,6.87
587,36,0.177024,120,0.488153,85.32,-0.4,4,0.08,4.979,-6.762,-20.175,7.83,-2.09,0,0.19,6.85
588,36,0.177024,120,0.488153,85.32,-0.4,4,0.08,4.979,-6.762,-20.175,7.83,-2.09,0,0.19,6.85
589,36,0.177024,120,0.488153,85.29,0.12,4,0.05,-2.575,-2.946,9.362,6.15,-2.06,0,0.11,6.9
590,36,0.177024,120,0.488153,85.29,0.12,4,0.05,-2.575,-2.946,9.362,6.15,-2.06,0,0.11,6.9
591,36,0.177024,120,0.488153,85.29,-0.42,4,0.05,7.29,10.217,11.738,10.06,-1.75,0,0.13,6.92
592,36,0.177024,120,0.488153,85.29,-0.42,4,0.05,7.29,10.217,11.738,10.06,-1.75,0,0.13,6.92
593,36,0.177024,120,0.488153,85.29,0.28,4,0.05,-3.331,3.19,-4.238,11.2,-1.87,0,0.06,6.98
594,36,0.177024,120,0.488153,85.29,0.28,4,0.05,-3.331,3.19,-4.238,11.2,-1.87,0,0.06,6.98
595,36,0.177024,120,0.488153,85.19,-0.23,4,0.08,-7.3,8.554,19.193,-1.97,-1.44,0,0.02,7
596,36,0.177024,120,0.488153,85.19,-0.23,4,0.08,-7.3,8.554,19.193,-1.97,-1.44,0,0.02,7
597,36,0.177024,120,0.488153,85.19,0.34,4,0.08,1.818,-0.302,-5.984,-9.39,-1.58,0,0.06,6.96
598,36,0.177024,120,0.488153,85.19,0.12,4,0.08,-6.868,5.6,13.259,-17.34,-1.33,0,0.02,6.99
599,36,0.177024,120,0.488153,85.27,-0.38,4,0.07,6.49,-4.891,-4.576,0.01,-1.3,0,0.03,0.01
600,36,0.177024,120,0.488153,85.27,-0.38,4,0.07,6.49,-4.891,-4.576,0.01,-1.3,0,0.03,0.01
601,36,0.177024,120,0.488153,85.27,0.09,4,0.07,-11.204,11.249,1.451,-0.03,-1.26,0,0.01,0.1
602,36,0.177024,120,0.488153,85.27,0.09,4,0.07,-11.204,11.249,1.451,-0.03,-1.26,0,0.01,0.1
603,36,0.177024,120,0.488153,85.29,-0.45,4,0.05,-0.577,-1.604,-3.026,-0.05,-1.16,0,0.04,0.11
604,36,0.177024,120,0.488153,85.29,-0.45,4,0.05,-0.577,-1.604,-3.026,-0.05,-1.16,0,0.04,0.11
605,36,0.177024,120,0.488153,85.29,-0.03,4,0.05,1.487,-3.841,-18.372,-0.08,-1.37,0,0.01,0.15
606,36,0.177024,120,0.488153,85.29,0.25,4,0.05,-2.622,1.859,-14.832,-0.11,-1.48,0,0.01,0.19
607,36,0.177024,120,0.488153,85.29,0.25,4,0.05,-2.622,1.859,-14.832,-0.11,-1.48,0,0.01,0.19
608,36,0.177024,120,0.488153,85.29,0.06,4,0.08,-0.734,-4.311,-18.383,-0.15,-1.75,0,0.02,0.23
609,36,0.177024,120,0.488153,85.29,0.06,4,0.08,-0.734,-4.311,-18.383,-0.15,-1.75,0,0.02,0.23
610,36,0.177024,120,0.488153,85.29,0.37,4,0.08,-4.96,8.816,-18.336,-0.18,-1.86,0,0.03,0.28
611,36,0.177024,120,0.488153,85.29,0.37,4,0.08,-4.96,8.816,-18.336,-0.18,-1.86,0,0.03,0.28
612,36,0.177024,120,0.488153,85.29,0.24,4,0.08,-2.847,-3.299,10.961,-0.23,-1.98,0,0.1,0.31
613,36,0.177024,120,0.488153,85.29,0.24,4,0.08,-2.847,-3.299,10.961,-0.23,-1.98,0,0.1,0.31
614,36,0.177024,120,0.488153,85.34,0.32,4,0.04,6.514,-6.204,-12.819,-0.22,-1.89,0,0.01,0.38
615,36,0.177024,120,0.488153,85.34,0.32,4,0.04,6.514,-6.204,-12.819,-0.22,-1.89,0,0.01,0.38
616,36,0.177024,120,0.488153,85.34,0.37,4,0.04,-0.208,2.129,-7.414,-0.2,-1.8,0,0.01,0.43
617,36,0.177024,120,0.488153,85.34,0.37,4,0.04,-0.208,2.129,-7.414,-0.2,-1.8,0,0.01,0.43
618,36,0.177024,120,0.488152,85.3,0.21,4,0.05,9.251,-10.988,-18.435,-0.17,-1.74,0,0.01,0.5
619,36,0.177024,120,0.488152,85.3,-0.14,4,0.05,2.549,0.679,-2.418,-0.13,-1.83,0,0.01,0.58
620,36,0.177024,120,0.488152,85.3,-0.14,4,0.05,2.549,0.679,-2.418,-0.13,-1.83,0,0.01,0.58
621,36,0.177024,120,0.488152,85.3,-0.16,4,0.05,8.265,-9.404,-18.458,-0.1,-1.99,0,0.01,0.65
622,36,0.177024,120,0.488152,85.3,-0.16,4,0.05,8.265,-9.404,-18.458,-0.1,-1.99,0,0.01,0.65
623,36,0.177024,120,0.488152,85.3,-0.16,4,0.05,8.265,-9.404,-18.458,-0.1,-1.99,0,0.01,0.65
624,36,0.177024,120,0.488152,85.35,-0.2,4,0.02,8.227,-7.686,-9.396,-0.05,-1.9,0,0.01,0.73
625,36,0.177024,120,0.488152,85.35,0.2,4,0.02,-6.503,11.132,-0.619,-0.02,-1.89,0,0,0.8
626,36,0.177024,120,0.488152,85.35,0.2,4,0.02,-6.503,11.132,-0.619,-0.02,-1.89,0,0,0.8
627,36,0.177024,120,0.488152,85.35,-0.14,4,0.02,5.388,-5.863,-7.41,0,-2.02,0,0,0.81
628,36,0.177024,120,0.488152,85.36,0.49,4,0.02,-0.603,6.31,0.198,0.01,-2.07,0,0,0.86
629,36,0.177024,120,0.488152,85.36,0.49,4,0.02,-0.603,6.31,0.198,0.01,-2.07,0,0,0.86
630,36,0.177024,120,0.488152,85.36,-0.03,4,0.02,-1.942,4.278,2.145,0.04,-1.9,0,0,0.94
631,36,0.177024,120,0.488152,85.36,-0.24,4,0.02,7.777,-3.621,-5.622,0.05,-2.01,0,0,0.98
632,36,0.177024,120,0.488152,85.36,-0.24,4,0.02,7.777,-3.621,-5.622,0.05,-2.01,0,0,0.98
633,36,0.177024,120,0.488152,85.3,-0.07,4,0.02,9.386,-5.243,3.043,0.09,-2.03,0,0,1.05
634,36,0.177024,120,0.488152,85.3,-0.07,4,0.02,9.386,-5.243,3.043,0.09,-2.03,0,0,1.05
635,36,0.177024,120,0.488152,85.3,-0.04,4,0.02,-3.685,8.332,8.386,0.14,-1.8,0,0,1.09
636,36,0.177024,120,0.488152,85.3,-0.04,4,0.02,-3.685,8.332,8.386,0.14,-1.8,0,0,1.09
637,36,0.177024,120,0.488152,85.3,-0.04,4,0.02,-3.685,8.332,8.386,0.14,-1.8,0,0,1.09
638,36,0.177024,120,0.488152,85.36,0.42,4,0.05,3.122,-0.375,6.431,0.18,-1.93,0,0,1.17
639,36,0.177024,120,0.488152,85.36,0.17,4,0.05,7.714,-3.486,-10.288,0.22,-1.87,0,0,1.22
640,36,0.177024,120,0.488152,85.36,0.17,4,0.05,7.714,-3.486,-10.288,0.22,-1.87,0,0,1.22
641,36,0.177024,120,0.488152,85.36,0.71,4,0.05,4.291,-1.009,1.367,0.24,-1.89,0,0.01,1.27
642,36,0.177024,120,0.488152,85.36,0.71,4,0.05,4.291,-1.009,1.367,0.24,-1.89,0,0.01,1.27
643,36,0.177024,120,0.488152,85.29,0.86,4,0.11,0.193,10.809,-5.194,0.26,-2,0,0.02,1.4
644,36,0.177024,120,0.488152,85.29,0.86,4,0.11,0.193,10.809,-5.194,0.26,-2,0,0.02,1.4
645,36,0.177024,120,0.488152,85.29,-0.34,4,0.11,6.415,-11.42,-1.232,0.32,-2.03,0,0.17,1.45
646,36,0.177024,120,0.488152,85.29,0.3,4,0.11,2.49,4.799,-17.384,0.39,-2.07,0,0.21,1.56
647,36,0.177024,120,0.488152,85.29,0.3,4,0.11,2.49,4.799,-17.384,0.39,-2.07,0,0.21,1.56
648,36,0.177024,120,0.488152,85.27,-0.65,4,0.22,-2.266,9.891,1.337,0.44,-2.1,0,0.2,1.66
649,36,0.177024,120,0.488152,85.27,-0.65,4,0.22,-2.266,9.891,1.337,0.44,-2.1,0,0.2,1.66
650,36,0.177024,120,0.488153,85.27,-0.57,4,0.22,2.479,1.238,-13.407,0.46,-2.11,0,0.29,1.63
651,36,0.177024,120,0.488153,85.27,-0.57,4,0.22,2.479,1.238,-13.407,0.46,-2.11,0,0.29,1.63
652,36,0.177024,120,0.488153,85.33,0.83,4,0.32,2.087,5.119,-18.236,0.52,-2.33,0,0.36,1.74
653,36,0.177024,120,0.488153,85.33,-0.02,4,0.32,4.171,-5.14,-5.255,0.54,-2.23,0,0.36,1.75
654,36,0.177024,120,0.488153,85.33,-0.02,4,0.32,4.171,-5.14,-5.255,0.54,-2.23,0,0.36,1.75
655,36,0.177024,120,0.488153,85.33,0.12,4,0.32,3.88,-4.221,-18.547,0.58,-2.31,0,0.46,1.81
656,36,0.177024,120,0.488153,85.33,0.12,4,0.32,3.88,-4.221,-18.547,0.58,-2.31,0,0.46,1.81
657,36,0.177024,120,0.488153,85.34,0.46,4,0.5,-3.694,3.129,-9.172,0.61,-2.42,0,0.47,1.94
658,36,0.177024,120,0.488153,85.34,0.46,4,0.5,-3.694,3.129,-9.172,0.61,-2.42,0,0.47,1.94
659,36,0.177024,120,0.488153,85.34,-0.4,4,0.5,-1.147,2.24,3.878,0.61,-2.32,0,0.43,1.94
660,36,0.177024,120,0.488153,85.34,-0.4,4,0.5,-1.147,2.24,3.878,0.61,-2.32,0,0.43,1.94
661,36,0.177024,120,0.488153,85.34,0.45,4,0.5,-0.252,3.945,-14.777,0.62,-2.45,0,0.47,2
662,36,0.177024,120,0.488153,85.34,0.45,4,0.5,-0.252,3.945,-14.777,0.62,-2.45,0,0.47,2
663,36,0.177024,120,0.488153,85.37,-0.14,4,0.68,3.121,1.52,-16.565,0.63,-2.57,0,0.54,2.13
664,36,0.177024,120,0.488153,85.37,-0.14,4,0.68,3.121,1.52,-16.565,0.63,-2.57,0,0.54,2.13
665,36,0.177024,120,0.488153,85.37,-0.01,4,0.68,-5.474,3.546,-1.053,0.57,-2.43,0,0.54,2.1
666,36,0.177024,120,0.488153,85.39,0.05,4,0.68,-1.183,0.856,-18.333,0.58,-2.64,0,0.6,2.21
667,36,0.177024,120,0.488153,85.39,0.05,4,0.68,-1.183,0.856,-18.333,0.58,-2.64,0,0.6,2.21
668,36,0.177024,120,0.488154,85.41,-0.66,4,0.76,-0.923,-0.833,-13.269,0.54,-2.6,0,0.68,2.2
669,36,0.177024,120,0.488154,85.41,-0.66,4,0.76,-0.923,-0.833,-13.269,0.54,-2.6,0,0.68,2.2
670,36,0.177024,120,0.488154,85.44,-0.39,4,0.76,-6.086,0.816,-8.498,0.48,-2.65,0,0.66,2.31
671,36,0.177024,120,0.488154,85.44,-0.39,4,0.76,-6.086,0.816,-8.498,0.48,-2.65,0,0.66,2.31
672,36,0.177024,120,0.488154,85.47,-0.51,4,0.8,-1.15,7.778,6.648,0.44,-2.61,0,0.72,2.33
673,36,0.177024,120,0.488154,85.47,-0.51,4,0.8,-1.15,7.778,6.648,0.44,-2.61,0,0.72,2.33
674,36,0.177024,120,0.488154,85.45,0.18,4,0.8,0.389,-2.31,1.233,0.38,-2.51,0.01,0.73,2.34
675,36,0.177024,120,0.488154,85.45,-0.81,4,0.8,5.474,-8.142,-18.754,0.33,-2.52,0.01,0.73,2.4
676,36,0.177024,120,0.488154,85.45,-0.81,4,0.8,5.474,-8.142,-18.754,0.33,-2.52,0.01,0.73,2.4
677,36,0.177024,120,0.488154,85.42,-0.93,4,0.75,-0.78,0.176,-1.232,0.3,-2.29,0.01,0.71,2.46
678,36,0.177024,120,0.488154,85.42,-0.93,4,0.75,-0.78,0.176,-1.232,0.3,-2.29,0.01,0.71,2.46
679,36,0.177024,120,0.488155,85.3,-0.21,4,0.75,-1.223,1.779,1.117,0.28,-2.32,0.01,0.68,2.54
680,36,0.177024,120,0.488155,85.3,-0.21,4,0.75,-1.223,1.779,1.117,0.28,-2.32,0.01,0.68,2.54
681,36,0.177024,120,0.488155,85.18,-0.76,4,0.75,7.186,-7.353,-18.739,0.25,-2.43,0.01,0.74,2.52
682,36,0.177024,120,0.488155,85.18,-0.76,4,0.75,7.186,-7.353,-18.739,0.25,-2.43,0.01,0.74,2.52
683,36,0.177024,120,0.488155,85.06,0.1,4,0.65,-2.836,2.768,-0.922,0.23,-2.47,0,0.74,2.63
684,36,0.177024,120,0.488155,85.06,0.1,4,0.65,-2.836,2.768,-0.922,0.23,-2.47,0,0.74,2.63
685,36,0.177024,120,0.488155,84.96,-0.87,4,0.65,8.698,-7.177,-18.488,0.22,-2.46,0,0.73,2.66
686,36,0.177024,120,0.488155,84.96,-0.87,4,0.65,8.698,-7.177,-18.488,0.22,-2.46,0,0.73,2.66
687,36,0.177024,120,0.488155,84.84,-0.09,4,0.54,1.471,0.977,8.219,0.25,-2.39,0,0.73,2.69
688,36,0.177024,120,0.488155,84.85,-0.08,4,0.54,5.957,-5.792,-0.776,0.23,-2.38,0,0.72,2.8
689,36,0.177024,120,0.488155,84.85,-0.08,4,0.54,5.957,-5.792,-0.776,0.23,-2.38,0,0.72,2.8
690,36,0.177024,120,0.488156,84.86,-0.46,4,0.54,-6.172,9.218,-17.91,0.2,-2.46,0,0.68,2.82
691,36,0.177024,120,0.488156,84.88,0.17,4,0.52,-6.662,7.843,-17.964,0.22,-2.51,0,0.64,2.89
692,36,0.177024,120,0.488156,84.88,0.17,4,0.52,-6.662,7.843,-17.964,0.22,-2.51,0,0.64,2.89
693,36,0.177024,120,0.488156,84.89,-0.14,4,0.52,2.576,-4.238,-18.618,0.21,-2.71,0,0.58,2.95
694,36,0.177024,120,0.488156,84.89,-0.14,4,0.52,2.576,-4.238,-18.618,0.21,-2.71,0,0.58,2.95
695,36,0.177024,120,0.488156,84.9,0.04,4,0.52,-1.921,2.158,-5.787,0.22,-2.66,0,0.53,3.01
696,36,0.177024,120,0.488156,84.9,0.04,4,0.52,-1.921,2.158,-5.787,0.22,-2.66,0,0.53,3.01
697,36,0.177025,120,0.488156,84.91,0.37,4,0.52,3.223,-5.072,-18.677,0.24,-2.86,0,0.51,3.08
698,36,0.177025,120,0.488156,84.91,0.37,4,0.52,3.223,-5.072,-18.677,0.24,-2.86,0,0.51,3.08
699,36,0.177025,120,0.488156,84.91,0.32,4,0.52,-3.161,4.633,-15.174,0.25,-2.7,0,0.39,3.15
700,36,0.177025,120,0.488156,84.91,0.32,4,0.52,-3.161,4.633,-15.174,0.25,-2.7,0,0.39,3.15
701,36,0.177025,120,0.488156,84.91,0.09,4,0.52,5.468,-11.34,-19.058,0.28,-2.89,0,0.42,3.22
702,36,0.177025,120,0.488156,84.96,-0.07,4,0.53,9.712,-5.053,-18.725,0.27,-2.8,0.01,0.32,3.24
703,36,0.177025,120,0.488156,84.96,-0.07,4,0.53,9.712,-5.053,-18.725,0.27,-2.8,0.01,0.32,3.24
704,36,0.177025,120,0.488156,85.06,0.01,4,0.53,-1.87,6.686,-9.727,0.24,-2.9,0.01,0.45,3.3
705,36,0.177025,120,0.488156,85.06,0.01,4,0.53,-1.87,6.686,-9.727,0.24,-2.9,0.01,0.45,3.3
706,36,0.177025,120,0.488156,85.16,0.21,4,0.57,-9.304,2.896,13.686,0.22,-2.73,0.01,0.45,3.29
707,36,0.177025,120,0.488156,85.16,0.21,4,0.57,-9.304,2.896,13.686,0.22,-2.73,0.01,0.45,3.29
708,36,0.177025,120,0.488156,85.34,0.09,4,0.57,1.65,4.385,0.268,0.19,-2.74,0.01,0.57,3.36
709,36,0.177025,120,0.488156,85.34,0.09,4,0.57,1.65,4.385,0.268,0.19,-2.74,0.01,0.57,3.36
710,36,0.177025,120,0.488157,85.43,-0.49,4,0.57,0.776,-11.572,4.735,0.17,-2.7,0.01,0.58,3.34
711,36,0.177025,120,0.488157,85.43,-0.49,4,0.57,0.776,-11.572,4.735,0.17,-2.7,0.01,0.58,3.34
712,36,0.177025,120,0.488157,85.6,0.42,4,0.53,9.528,-0.463,-4.634,0.14,-2.76,0.01,0.77,3.42
713,36,0.177025,120,0.488157,85.78,0.11,4,0.53,2.429,-12.751,11.747,0.12,-2.85,0.01,0.72,3.51
714,36,0.177025,120,0.488157,85.78,0.11,4,0.53,2.429,-12.751,11.747,0.12,-2.85,0.01,0.72,3.51
715,36,0.177025,120,0.488157,85.96,0.24,4,0.53,10.546,-0.992,-18.487,0.13,-2.73,0.01,0.63,3.58
716,36,0.177025,120,0.488157,85.96,0.24,4,0.53,10.546,-0.992,-18.487,0.13,-2.73,0.01,0.63,3.58
717,36,0.177025,120,0.488157,86.14,-0.37,4,0.52,-2.782,6.345,-9.253,0.12,-2.83,0.01,0.63,3.65
718,36,0.177025,120,0.488157,86.14,-0.37,4,0.52,-2.782,6.345,-9.253,0.12,-2.83,0.01,0.63,3.65
719,36,0.177025,120,0.488157,86.32,0.34,4,0.52,-3.649,2.965,-13.961,0.16,-2.84,0.01,0.57,3.71
720,36,0.177025,120,0.488157,86.32,0.34,4,0.52,-3.649,2.965,-13.961,0.16,-2.84,0.01,0.57,3.71
721,36,0.177025,120,0.488157,86.41,-0.09,4,0.52,2.037,-10.2,-3.773,0.2,-2.73,0.01,0.56,3.82
722,36,0.177025,120,0.488157,86.55,-0.85,4,0.48,4.943,-5.427,7.007,0.24,-2.49,0.01,0.58,3.88
723,36,0.177025,120,0.488157,86.55,-0.85,4,0.48,4.943,-5.427,7.007,0.24,-2.49,0.01,0.58,3.88
724,36,0.177025,120,0.488157,86.65,0.01,4,0.48,3.32,-1.309,-18.514,0.26,-2.39,0.01,0.51,3.96
725,36,0.177025,120,0.488157,86.65,0.01,4,0.48,3.32,-1.309,-18.514,0.26,-2.39,0.01,0.51,3.96
726,36,0.177025,120,0.488158,86.75,-0.78,4,0.53,-6.312,9.701,-17.696,0.31,-2.6,0.01,0.47,4.02
727,36,0.177025,120,0.488158,86.75,-0.78,4,0.53,-6.312,9.701,-17.696,0.31,-2.6,0.01,0.47,4.02
728,36,0.177025,120,0.488158,86.81,-0.61,4,0.53,2.289,2.798,-18.224,0.32,-2.59,0.01,0.56,4.06
729,36,0.177025,120,0.488158,86.81,-0.61,4,0.53,2.289,2.798,-18.224,0.32,-2.59,0.01,0.56,4.06
