frame,pgsnh,gpsnl,gpseh,gpsel,heading_angle,yaw_rate,gps_state,gps_velocity,acceleration_forward,acceleration_lateral,acceleration_down,pitch_angle,velocity_down,velocity_lateral,velocity_forward,roll_angle
1,36,0.177025,120,0.48818,87.24,0,4,0.57,-1.934,5.526,4.157,0.91,-1.79,0.02,0.54,2.19
2,36,0.177025,120,0.48818,87.23,0.03,4,0.57,-5.032,8.634,-17.974,0.91,-2.03,0.02,0.57,2.15
3,36,0.177025,120,0.48818,87.23,0.03,4,0.57,-5.032,8.634,-17.974,0.91,-2.03,0.02,0.57,2.15
4,36,0.177025,120,0.48818,87.21,0.39,4,0.57,-9.435,12.831,-8.678,0.95,-1.93,0.02,0.56,2.14
5,36,0.177025,120,0.48818,87.21,0.39,4,0.57,-9.435,12.831,-8.678,0.95,-1.93,0.02,0.56,2.14
6,36,0.177025,120,0.48818,87.21,0.13,4,0.58,3.487,-2.831,-18.544,0.99,-2.08,0.02,0.53,2.1
7,36,0.177025,120,0.48818,87.21,0.13,4,0.58,3.487,-2.831,-18.544,0.99,-2.08,0.02,0.53,2.1
8,36,0.177025,120,0.48818,87.21,0.47,4,0.58,10.104,-13.804,-19.056,1.02,-2.07,0.02,0.64,2.06
9,36,0.177025,120,0.48818,87.21,0.47,4,0.58,10.104,-13.804,-19.056,1.02,-2.07,0.02,0.64,2.06
10,36,0.177025,120,0.488181,87.23,0.12,4,0.58,-2.291,-1.327,-18.386,1.01,-2.04,0.02,0.55,2.08
11,36,0.177025,120,0.488181,87.23,0.12,4,0.58,-2.291,-1.327,-18.386,1.01,-2.04,0.02,0.55,2.08
12,36,0.177025,120,0.488181,87.23,0.18,4,0.57,6.976,-10.877,-18.891,1,-2.06,0.02,0.62,2.06
13,36,0.177025,120,0.488181,87.24,0.77,4,0.57,-2.425,4.32,-18.176,1.02,-2.12,0.02,0.59,2.12
14,36,0.177025,120,0.488181,87.24,0.77,4,0.57,-2.425,4.32,-18.176,1.02,-2.12,0.02,0.59,2.12
15,36,0.177025,120,0.488181,87.26,0.11,4,0.57,-1.509,-2.939,-18.456,1.14,-2.28,0.02,0.62,2.08
16,36,0.177025,120,0.488181,87.26,0.11,4,0.57,-1.509,-2.939,-18.456,1.14,-2.28,0.02,0.62,2.08
17,36,0.177025,120,0.488181,87.26,0.44,4,0.6,-5.842,1.362,9.761,1.08,-2.15,0.02,0.65,2.13
18,36,0.177025,120,0.488181,87.26,0.44,4,0.6,-5.842,1.362,9.761,1.08,-2.15,0.02,0.65,2.13
19,36,0.177025,120,0.488181,87.26,0.44,4,0.6,-5.842,1.362,9.761,1.08,-2.15,0.02,0.65,2.13
20,36,0.177026,120,0.488181,87.27,0.17,4,0.6,-1.772,2.823,-18.241,1.07,-2.11,0.02,0.59,2.08
21,36,0.177026,120,0.488181,87.27,0.17,4,0.6,-1.772,2.823,-18.241,1.07,-2.11,0.02,0.59,2.08
22,36,0.177026,120,0.488181,87.28,0.27,4,0.58,7.167,-10.698,9.738,1.04,-1.84,0.02,0.65,2.14
23,36,0.177026,120,0.488181,87.28,0.27,4,0.58,7.167,-10.698,9.738,1.04,-1.84,0.02,0.65,2.14
24,36,0.177026,120,0.488181,87.29,0.19,4,0.58,8.05,-1.532,-4.25,1.06,-1.76,0.02,0.62,2.13
25,36,0.177026,120,0.488181,87.29,0.19,4,0.58,8.05,-1.532,-4.25,1.06,-1.76,0.02,0.62,2.13
26,36,0.177026,120,0.488182,87.29,-0.11,4,0.58,9.13,-7.538,-18.832,1.09,-1.96,0.02,0.7,2.11
27,36,0.177026,120,0.488182,87.3,-0.03,4,0.59,3.554,-2.828,-18.557,1.14,-2.02,0.02,0.69,2.15
28,36,0.177026,120,0.488182,87.3,-0.03,4,0.59,3.554,-2.828,-18.557,1.14,-2.02,0.02,0.69,2.15
29,36,0.177026,120,0.488182,87.29,-0.16,4,0.59,0.459,-7.525,-18.668,1.16,-1.84,0.02,0.59,2.12
30,36,0.177026,120,0.488182,87.29,-0.16,4,0.59,0.459,-7.525,-18.668,1.16,-1.84,0.02,0.59,2.12
31,36,0.177026,120,0.488182,87.29,-0.16,4,0.59,0.459,-7.525,-18.668,1.16,-1.84,0.02,0.59,2.12
32,36,0.177026,120,0.488182,87.28,0.16,4,0.59,6.666,-3.814,-18.653,1.13,-1.87,0.02,0.57,2.12
33,36,0.177026,120,0.488182,87.28,0.16,4,0.59,6.666,-3.814,-18.653,1.13,-1.87,0.02,0.57,2.12
34,36,0.177026,120,0.488182,87.28,0.15,4,0.59,-5.154,6.048,-18.054,1.12,-2.11,0.02,0.58,2.11
35,36,0.177026,120,0.488182,87.29,0.25,4,0.59,-9.013,4.536,-2.454,1.13,-2.17,0.02,0.5,2.12
36,36,0.177026,120,0.488182,87.29,0.25,4,0.59,-9.013,4.536,-2.454,1.13,-2.17,0.02,0.5,2.12
37,36,0.177026,120,0.488182,87.29,0.15,4,0.58,4.317,-1.752,11.341,1.17,-2.1,0.02,0.59,2.1
38,36,0.177026,120,0.488182,87.3,-0.08,4,0.58,-8.076,9.317,2.529,1.18,-2.05,0.02,0.51,2.06
39,36,0.177026,120,0.488182,87.3,-0.08,4,0.58,-8.076,9.317,2.529,1.18,-2.05,0.02,0.51,2.06
40,36,0.177026,120,0.488182,87.31,0,4,0.58,3.151,-4.942,-5.659,1.16,-2.16,0.02,0.47,2.04
41,36,0.177026,120,0.488182,87.31,0,4,0.58,3.151,-4.942,-5.659,1.16,-2.16,0.02,0.47,2.04
42,36,0.177026,120,0.488183,87.31,-0.11,4,0.56,-4.522,12.511,-3.165,1.17,-2.12,0.02,0.46,2.03
43,36,0.177026,120,0.488183,87.31,-0.11,4,0.56,-4.522,12.511,-3.165,1.17,-2.12,0.02,0.46,2.03
44,36,0.177026,120,0.488183,87.31,-0.11,4,0.56,-4.522,12.511,-3.165,1.17,-2.12,0.02,0.46,2.03
45,36,0.177026,120,0.488183,87.34,-0.17,4,0.56,-0.446,4.233,15.552,1.14,-1.78,0.02,0.49,1.99
46,36,0.177026,120,0.488183,87.34,-0.17,4,0.56,-0.446,4.233,15.552,1.14,-1.78,0.02,0.49,1.99
47,36,0.177026,120,0.488183,87.37,-0.39,4,0.56,-0.138,-0.775,-18.401,1.13,-2.03,0.02,0.54,1.95
48,36,0.177026,120,0.488183,87.37,-0.39,4,0.56,-0.138,-0.775,-18.401,1.13,-2.03,0.02,0.54,1.95
49,36,0.177026,120,0.488183,87.38,0.14,4,0.57,-6.245,2.77,-5.537,1.09,-1.86,0.02,0.52,1.88
50,36,0.177026,120,0.488183,87.38,0.39,4,0.57,-0.28,1.511,5.234,1.06,-1.87,0.02,0.58,1.89
51,36,0.177026,120,0.488183,87.38,0.39,4,0.57,-0.28,1.511,5.234,1.06,-1.87,0.02,0.58,1.89
52,36,0.177026,120,0.488183,87.37,0.4,4,0.57,-9.06,11.908,-2.608,1.03,-1.76,0.02,0.61,1.87
53,36,0.177026,120,0.488183,87.37,0.4,4,0.57,-9.06,11.908,-2.608,1.03,-1.76,0.02,0.61,1.87
54,36,0.177026,120,0.488183,87.37,0.35,4,0.59,1.423,4.18,-18.266,0.99,-1.86,0.02,0.54,1.83
55,36,0.177026,120,0.488183,87.37,0.35,4,0.59,1.423,4.18,-18.266,0.99,-1.86,0.02,0.54,1.83
56,36,0.177026,120,0.488183,87.35,0,4,0.59,6.35,-10.315,-18.806,0.96,-2.1,0.02,0.62,1.75
57,36,0.177026,120,0.488183,87.35,0,4,0.59,6.35,-10.315,-18.806,0.96,-2.1,0.02,0.62,1.75
58,36,0.177026,120,0.488184,87.34,0.22,4,0.57,0.05,-2.354,-17.225,0.95,-2.16,0.02,0.6,1.78
59,36,0.177026,120,0.488184,87.34,0.22,4,0.57,0.05,-2.354,-17.225,0.95,-2.16,0.02,0.6,1.78
60,36,0.177026,120,0.488184,87.36,-0.03,4,0.57,-1.146,-9.122,-18.629,0.95,-2.16,0.02,0.54,1.71
61,36,0.177026,120,0.488184,87.36,-0.03,4,0.57,-1.146,-9.122,-18.629,0.95,-2.16,0.02,0.54,1.71
62,36,0.177026,120,0.488184,87.37,0.29,4,0.57,0.746,0.346,-18.377,0.99,-2.14,0.02,0.6,1.72
63,36,0.177026,120,0.488184,87.37,0.29,4,0.57,0.746,0.346,-18.377,0.99,-2.14,0.02,0.6,1.72
64,36,0.177026,120,0.488184,87.39,0.05,4,0.6,-4.216,2.287,-18.234,0.98,-2.26,0.02,0.57,1.67
65,36,0.177026,120,0.488184,87.39,0.05,4,0.6,-4.216,2.287,-18.234,0.98,-2.26,0.02,0.57,1.67
66,36,0.177026,120,0.488184,87.41,0.47,4,0.6,8.705,-7.132,-1.947,0.96,-2.31,0.02,0.63,1.62
67,36,0.177026,120,0.488184,87.41,0.47,4,0.6,8.705,-7.132,-1.947,0.96,-2.31,0.02,0.63,1.62
68,36,0.177026,120,0.488184,87.43,0.19,4,0.6,5.102,-2.051,7.031,0.99,-2.28,0.02,0.64,1.57
69,36,0.177026,120,0.488184,87.43,0.19,4,0.6,5.102,-2.051,7.031,0.99,-2.28,0.02,0.64,1.57
70,36,0.177026,120,0.488184,87.44,0.57,4,0.59,4.06,6.929,-2.653,1,-2.28,0.02,0.7,1.59
71,36,0.177026,120,0.488184,87.44,0.57,4,0.59,4.06,6.929,-2.653,1,-2.28,0.02,0.7,1.59
72,36,0.177026,120,0.488184,87.43,0.05,4,0.59,3.039,-3.065,-15.617,0.97,-2.47,0.02,0.65,1.55
73,36,0.177026,120,0.488184,87.43,0.05,4,0.59,3.039,-3.065,-15.617,0.97,-2.47,0.02,0.65,1.55
74,36,0.177026,120,0.488185,87.43,-0.28,4,0.59,4.69,-2.765,2.451,1,-2.34,0.02,0.64,1.5
75,36,0.177026,120,0.488185,87.43,-0.28,4,0.59,4.69,-2.765,2.451,1,-2.34,0.02,0.64,1.5
76,36,0.177026,120,0.488185,87.44,0.22,4,0.58,1.712,0.157,-18.397,0.96,-2.24,0.02,0.6,1.45
77,36,0.177026,120,0.488185,87.44,0.22,4,0.58,1.712,0.157,-18.397,0.96,-2.24,0.02,0.6,1.45
78,36,0.177026,120,0.488185,87.48,-0.31,4,0.58,-1.786,0.511,15.504,0.99,-2.13,0.02,0.59,1.46
79,36,0.177026,120,0.488185,87.48,-0.31,4,0.58,-1.786,0.511,15.504,0.99,-2.13,0.02,0.59,1.46
80,36,0.177026,120,0.488185,87.52,0.35,4,0.58,-4.84,5.355,-0.227,1,-2.04,0.02,0.62,1.44
81,36,0.177026,120,0.488185,87.52,0.35,4,0.58,-4.84,5.355,-0.227,1,-2.04,0.02,0.62,1.44
82,36,0.177026,120,0.488185,87.55,-0.29,4,0.58,4.846,-1.209,6.169,1.03,-2.03,0.02,0.66,1.39
83,36,0.177026,120,0.488185,87.55,-0.29,4,0.58,4.846,-1.209,6.169,1.03,-2.03,0.02,0.66,1.39
84,36,0.177026,120,0.488185,87.55,0.07,4,0.58,-5.991,7.927,-3.44,1.09,-2.07,0.02,0.66,1.38
85,36,0.177026,120,0.488185,87.58,0.24,4,0.58,-2.507,8.214,-18.128,1.1,-2.3,0.02,0.58,1.36
86,36,0.177026,120,0.488185,87.58,0.24,4,0.58,-2.507,8.214,-18.128,1.1,-2.3,0.02,0.58,1.36
87,36,0.177026,120,0.488185,87.6,-0.1,4,0.58,1.628,1.452,-2.206,1.15,-2.41,0.02,0.6,1.34
88,36,0.177026,120,0.488185,87.6,-0.1,4,0.58,1.628,1.452,-2.206,1.15,-2.41,0.02,0.6,1.34
89,36,0.177026,120,0.488185,87.6,-0.1,4,0.58,1.628,1.452,-2.206,1.15,-2.41,0.02,0.6,1.34
90,36,0.177026,120,0.488186,87.63,0.18,4,0.58,-4.986,3.447,2.557,1.13,-2.26,0.02,0.56,1.31
91,36,0.177026,120,0.488186,87.63,0.18,4,0.58,-4.986,3.447,2.557,1.13,-2.26,0.02,0.56,1.31
92,36,0.177026,120,0.488186,87.63,-0.26,4,0.58,-1.979,-4.249,-18.425,1.16,-2.48,0.02,0.5,1.26
93,36,0.177026,120,0.488186,87.63,-0.26,4,0.58,-1.979,-4.249,-18.425,1.16,-2.48,0.02,0.5,1.26
94,36,0.177026,120,0.488186,87.63,0.07,4,0.58,-3.844,2.48,1.133,1.2,-2.24,0.02,0.54,1.28
95,36,0.177026,120,0.488186,87.63,0.07,4,0.58,-3.844,2.48,1.133,1.2,-2.24,0.02,0.54,1.28
96,36,0.177026,120,0.488186,87.62,-0.36,4,0.57,-2.328,4.2,-1.164,1.23,-2.3,0.02,0.53,1.22
97,36,0.177026,120,0.488186,87.62,0.28,4,0.57,-10.51,6.722,-18.014,1.2,-2.33,0.02,0.52,1.15
98,36,0.177026,120,0.488186,87.62,0.28,4,0.57,-10.51,6.722,-18.014,1.2,-2.33,0.02,0.52,1.15
99,36,0.177026,120,0.488186,87.63,0.18,4,0.57,0.826,4.952,-15.522,1.23,-2.24,0.02,0.58,1.1
100,36,0.177026,120,0.488186,87.63,0.18,4,0.57,0.826,4.952,-15.522,1.23,-2.24,0.02,0.58,1.1
101,36,0.177026,120,0.488186,87.64,0.44,4,0.56,6.991,-9.148,-10.414,1.2,-2.35,0.02,0.63,1.04
102,36,0.177026,120,0.488186,87.64,0.44,4,0.56,6.991,-9.148,-10.414,1.2,-2.35,0.02,0.63,1.04
103,36,0.177026,120,0.488186,87.68,0.17,4,0.56,4.522,-3.389,-18.525,1.19,-2.57,0.02,0.6,1.01
104,36,0.177026,120,0.488186,87.68,0.17,4,0.56,4.522,-3.389,-18.525,1.19,-2.57,0.02,0.6,1.01
105,36,0.177026,120,0.488186,87.68,0.17,4,0.56,4.522,-3.389,-18.525,1.19,-2.57,0.02,0.6,1.01
106,36,0.177026,120,0.488186,87.72,0.41,4,0.56,2.146,-4.539,-18.487,1.13,-2.63,0.02,0.56,0.97
107,36,0.177026,120,0.488186,87.72,0.41,4,0.56,2.146,-4.539,-18.487,1.13,-2.63,0.02,0.56,0.97
108,36,0.177026,120,0.488186,87.75,0,4,0.57,3.632,-0.23,-18.444,1.11,-2.55,0.02,0.57,0.94
109,36,0.177026,120,0.488187,87.76,-0.69,4,0.57,-4.242,6.157,-18.202,0.96,-2.75,0.02,0.5,0.88
110,36,0.177026,120,0.488187,87.76,-0.69,4,0.57,-4.242,6.157,-18.202,0.96,-2.75,0.02,0.5,0.88
111,36,0.177026,120,0.488187,87.77,0.58,4,0.57,-1.392,3.643,-18.291,0.95,-2.72,0.02,0.46,0.83
112,36,0.177026,120,0.488187,87.77,0.58,4,0.57,-1.392,3.643,-18.291,0.95,-2.72,0.02,0.46,0.83
113,36,0.177026,120,0.488187,87.77,0.07,4,0.59,4.813,-4.746,1.302,0.99,-2.72,0.02,0.54,0.79
114,36,0.177026,120,0.488187,87.77,0.07,4,0.59,4.813,-4.746,1.302,0.99,-2.72,0.02,0.54,0.79
115,36,0.177026,120,0.488187,87.76,0.56,4,0.59,-4.905,0.15,-0.432,1,-2.69,0.02,0.56,0.76
116,36,0.177026,120,0.488187,87.76,0.56,4,0.59,-4.905,0.15,-0.432,1,-2.69,0.02,0.56,0.76
117,36,0.177026,120,0.488187,87.76,0.24,4,0.6,5.198,-4.318,-17.828,0.97,-2.87,0.02,0.59,0.73
118,36,0.177026,120,0.488187,87.76,0.24,4,0.6,5.198,-4.318,-17.828,0.97,-2.87,0.02,0.59,0.73
119,36,0.177026,120,0.488187,87.76,0.36,4,0.6,6.466,-6.141,3.824,0.98,-2.84,0.02,0.66,0.72
120,36,0.177026,120,0.488187,87.76,0.36,4,0.6,6.466,-6.141,3.824,0.98,-2.84,0.02,0.66,0.72
121,36,0.177026,120,0.488187,87.77,0.37,4,0.6,4.694,-1.729,-18.466,0.95,-2.82,0.02,0.66,0.69
122,36,0.177026,120,0.488187,87.77,0.37,4,0.6,4.694,-1.729,-18.466,0.95,-2.82,0.02,0.66,0.69
123,36,0.177026,120,0.488188,87.78,-0.06,4,0.58,9.096,-10.458,-7.248,0.93,-2.87,0.02,0.74,0.67
124,36,0.177026,120,0.488188,87.78,-0.06,4,0.58,9.096,-10.458,-7.248,0.93,-2.87,0.02,0.74,0.67
125,36,0.177026,120,0.488188,87.76,-0.03,4,0.58,5.778,-5.433,5.089,0.92,-2.82,0.02,0.63,0.67
126,36,0.177026,120,0.488188,87.76,-0.03,4,0.58,5.778,-5.433,5.089,0.92,-2.82,0.02,0.63,0.67
127,36,0.177026,120,0.488188,87.75,-0.05,4,0.58,-1.67,8.256,-10.24,0.89,-2.71,0.02,0.63,0.6
128,36,0.177026,120,0.488188,87.75,-0.05,4,0.58,-1.67,8.256,-10.24,0.89,-2.71,0.02,0.63,0.6
129,36,0.177026,120,0.488188,87.75,0.05,4,0.58,-8.391,5.875,1.943,0.86,-2.69,0.02,0.6,0.6
130,36,0.177026,120,0.488188,87.75,0.05,4,0.58,-8.391,5.875,1.943,0.86,-2.69,0.02,0.6,0.6
131,36,0.177026,120,0.488188,87.78,0.19,4,0.58,-7.921,12.016,-0.754,0.87,-2.58,0.02,0.57,0.63
132,36,0.177026,120,0.488188,87.78,0.19,4,0.58,-7.921,12.016,-0.754,0.87,-2.58,0.02,0.57,0.63
133,36,0.177026,120,0.488188,87.8,0.12,4,0.58,1.679,0.245,3.816,0.92,-2.57,0.02,0.6,0.61
134,36,0.177026,120,0.488188,87.81,0.31,4,0.58,-9.44,8.207,-18.12,0.95,-2.77,0.02,0.58,0.62
135,36,0.177026,120,0.488188,87.81,0.31,4,0.58,-9.44,8.207,-18.12,0.95,-2.77,0.02,0.58,0.62
136,36,0.177026,120,0.488188,87.84,0.48,4,0.58,4.254,-5.691,2.576,0.98,-2.86,0.02,0.56,0.56
137,36,0.177026,120,0.488188,87.84,0.48,4,0.58,4.254,-5.691,2.576,0.98,-2.86,0.02,0.56,0.56
138,36,0.177026,120,0.488188,87.84,0.48,4,0.58,4.254,-5.691,2.576,0.98,-2.86,0.02,0.56,0.56
139,36,0.177026,120,0.488189,87.86,0.08,4,0.58,9.157,-8.436,-18.615,1.02,-2.85,0.02,0.66,0.62
140,36,0.177026,120,0.488189,87.86,0.08,4,0.58,9.157,-8.436,-18.615,1.02,-2.85,0.02,0.66,0.62
141,36,0.177026,120,0.488189,87.9,0.37,4,0.58,-0.953,3.438,6.098,1.04,-2.79,0.02,0.65,0.62
142,36,0.177026,120,0.488189,87.9,0.37,4,0.58,-0.953,3.438,6.098,1.04,-2.79,0.02,0.65,0.62
143,36,0.177026,120,0.488189,87.95,-0.08,4,0.58,-2.742,0.941,-18.309,1.04,-2.75,0.02,0.5,0.57
144,36,0.177026,120,0.488189,87.95,-0.08,4,0.58,-2.742,0.941,-18.309,1.04,-2.75,0.02,0.5,0.57
145,36,0.177026,120,0.488189,87.97,0.26,4,0.58,-4.615,5.946,-8.493,1.04,-2.7,0.02,0.52,0.53
146,36,0.177026,120,0.488189,87.98,0.66,4,0.58,-5.839,0.592,11.865,1.06,-2.39,0.02,0.52,0.55
147,36,0.177026,120,0.488189,87.98,0.66,4,0.58,-5.839,0.592,11.865,1.06,-2.39,0.02,0.52,0.55
148,36,0.177026,120,0.488189,87.98,0.66,4,0.58,-5.839,0.592,11.865,1.06,-2.39,0.02,0.52,0.55
149,36,0.177026,120,0.488189,88,0.3,4,0.58,-9.656,8.012,-18.116,1.06,-2.5,0.02,0.58,0.51
150,36,0.177026,120,0.488189,88.01,0.54,4,0.59,7.861,-3.31,0.508,1.09,-2.52,0.02,0.59,0.46
151,36,0.177026,120,0.488189,88.01,0.54,4,0.59,7.861,-3.31,0.508,1.09,-2.52,0.02,0.59,0.46
152,36,0.177026,120,0.488189,88.01,0.54,4,0.59,7.861,-3.31,0.508,1.09,-2.52,0.02,0.59,0.46
153,36,0.177026,120,0.488189,88.02,0.25,4,0.59,5.482,-5.621,-18.518,1.11,-2.5,0.02,0.6,0.45
154,36,0.177026,120,0.488189,88.02,0.25,4,0.59,5.482,-5.621,-18.518,1.11,-2.5,0.02,0.6,0.45
155,36,0.177026,120,0.488189,88.02,0.24,4,0.58,7.207,-9.9,-4.436,1.07,-2.38,0.02,0.61,0.34
156,36,0.177026,120,0.488189,88.02,0.24,4,0.58,7.207,-9.9,-4.436,1.07,-2.38,0.02,0.61,0.34
157,36,0.177026,120,0.48819,88.01,0.3,4,0.58,-6.437,4.783,-18.22,1.03,-2.3,0.02,0.5,0.35
158,36,0.177026,120,0.48819,88,0.11,4,0.58,2.857,-4.146,-18.435,0.99,-2.49,0.02,0.49,0.26
159,36,0.177026,120,0.48819,88,0.11,4,0.58,2.857,-4.146,-18.435,0.99,-2.49,0.02,0.49,0.26
160,36,0.177026,120,0.48819,87.98,0.5,4,0.59,-5.539,2.719,4.483,0.95,-2.52,0.02,0.57,0.26
161,36,0.177026,120,0.48819,87.98,0.5,4,0.59,-5.539,2.719,4.483,0.95,-2.52,0.02,0.57,0.26
162,36,0.177026,120,0.48819,87.96,0.34,4,0.59,-3.683,5.748,-18.282,0.91,-2.51,0.01,0.51,0.18
163,36,0.177026,120,0.48819,87.96,0.34,4,0.59,-3.683,5.748,-18.282,0.91,-2.51,0.01,0.51,0.18
164,36,0.177026,120,0.48819,87.94,0.41,4,0.59,7.407,-8.606,6.805,0.89,-2.47,0.01,0.55,0.11
165,36,0.177026,120,0.48819,87.94,0.41,4,0.59,7.407,-8.606,6.805,0.89,-2.47,0.01,0.55,0.11
166,36,0.177026,120,0.48819,87.93,0.51,4,0.56,5.423,-3.259,9.162,0.91,-2.26,0.01,0.57,0.08
167,36,0.177026,120,0.48819,87.93,0.51,4,0.56,5.423,-3.259,9.162,0.91,-2.26,0.01,0.57,0.08
168,36,0.177026,120,0.48819,87.93,0.51,4,0.56,5.423,-3.259,9.162,0.91,-2.26,0.01,0.57,0.08
169,36,0.177026,120,0.48819,87.93,0.34,4,0.56,7.368,-9.527,-10.889,0.88,-2.26,0.01,0.61,0.01
170,36,0.177026,120,0.48819,87.94,-0.08,4,0.56,5.956,-8.676,-9.84,0.86,-2.39,0.01,0.59,0.02
171,36,0.177026,120,0.48819,87.94,-0.08,4,0.56,5.956,-8.676,-9.84,0.86,-2.39,0.01,0.59,0.02
172,36,0.177026,120,0.488191,87.94,0.17,4,0.56,-1.635,-5.781,-18.337,0.86,-2.34,0.02,0.56,-0.05
173,36,0.177026,120,0.488191,87.94,0.17,4,0.56,-1.635,-5.781,-18.337,0.86,-2.34,0.02,0.56,-0.05
174,36,0.177026,120,0.488191,87.93,-0.15,4,0.56,-2.347,2.891,-18.331,0.82,-2.56,0.02,0.53,-0.04
175,36,0.177026,120,0.488191,87.93,-0.15,4,0.56,-2.347,2.891,-18.331,0.82,-2.56,0.02,0.53,-0.04
176,36,0.177026,120,0.488191,87.92,0.34,4,0.57,-2.093,5.841,15.579,0.8,-2.39,0.02,0.55,-0.06
177,36,0.177026,120,0.488191,87.92,0.34,4,0.57,-2.093,5.841,15.579,0.8,-2.39,0.02,0.55,-0.06
178,36,0.177026,120,0.488191,87.92,0.34,4,0.57,-2.093,5.841,15.579,0.8,-2.39,0.02,0.55,-0.06
179,36,0.177026,120,0.488191,87.93,0.04,4,0.57,-4.908,6.404,-4.371,0.76,-2.47,0.02,0.49,-0.06
180,36,0.177026,120,0.488191,87.93,0.04,4,0.57,-4.908,6.404,-4.371,0.76,-2.47,0.02,0.49,-0.06
181,36,0.177026,120,0.488191,87.93,-0.08,4,0.57,7.201,-1.012,11.056,0.76,-2.39,0.02,0.6,-0.12
182,36,0.177026,120,0.488191,87.93,0.38,4,0.58,-7.635,12.615,-1.233,0.76,-2.35,0.02,0.57,-0.11
183,36,0.177026,120,0.488191,87.93,0.38,4,0.58,-7.635,12.615,-1.233,0.76,-2.35,0.02,0.57,-0.11
184,36,0.177026,120,0.488191,87.94,-0.21,4,0.58,5.089,-10.706,-8.635,0.77,-2.46,0.02,0.53,-0.09
185,36,0.177026,120,0.488191,87.94,-0.21,4,0.58,5.089,-10.706,-8.635,0.77,-2.46,0.02,0.53,-0.09
186,36,0.177026,120,0.488191,87.94,0.02,4,0.58,2.421,-5.125,-18.389,0.77,-2.57,0.02,0.6,-0.06
187,36,0.177026,120,0.488191,87.94,0.02,4,0.58,2.421,-5.125,-18.389,0.77,-2.57,0.02,0.6,-0.06
188,36,0.177026,120,0.488192,87.94,-0.08,4,0.58,-4.118,4.485,-2.326,0.74,-2.36,0.02,0.59,-0.07
189,36,0.177026,120,0.488192,87.94,-0.08,4,0.58,-4.118,4.485,-2.326,0.74,-2.36,0.02,0.59,-0.07
190,36,0.177026,120,0.488192,87.92,-0.09,4,0.58,-3.666,-1.867,-18.315,0.72,-2.57,0.02,0.58,-0.1
191,36,0.177026,120,0.488192,87.92,-0.09,4,0.58,-3.666,-1.867,-18.315,0.72,-2.57,0.02,0.58,-0.1
192,36,0.177026,120,0.488192,87.92,-0.09,4,0.58,-3.666,-1.867,-18.315,0.72,-2.57,0.02,0.58,-0.1
193,36,0.177026,120,0.488192,87.92,-0.03,4,0.58,-5.03,4.281,0.089,0.71,-2.49,0.02,0.59,-0.04
194,36,0.177026,120,0.488192,87.92,0.38,4,0.58,-1.17,6.824,-4.066,0.71,-2.25,0.02,0.59,0.01
195,36,0.177026,120,0.488192,87.92,0.38,4,0.58,-1.17,6.824,-4.066,0.71,-2.25,0.02,0.59,0.01
196,36,0.177026,120,0.488192,87.95,0.19,4,0.58,-6.546,8.993,-0.31,0.7,-2.26,0.02,0.62,0.04
197,36,0.177026,120,0.488192,87.95,0.19,4,0.58,-6.546,8.993,-0.31,0.7,-2.26,0.02,0.62,0.04
198,36,0.177026,120,0.488192,87.97,0.25,4,0.58,6.337,-10.781,-18.231,0.74,-2.31,0.02,0.62,0.06
199,36,0.177026,120,0.488192,87.97,0.25,4,0.58,6.337,-10.781,-18.231,0.74,-2.31,0.02,0.62,0.06
200,36,0.177026,120,0.488192,87.95,-0.04,4,0.58,2.301,-4.466,-18.401,0.76,-2.36,0.02,0.6,0.06
201,36,0.177026,120,0.488192,87.95,-0.04,4,0.58,2.301,-4.466,-18.401,0.76,-2.36,0.02,0.6,0.06
202,36,0.177026,120,0.488192,87.94,0.08,4,0.58,6.488,-8.517,-18.475,0.8,-2.42,0.02,0.66,0.12
203,36,0.177026,120,0.488192,87.94,0.08,4,0.58,6.488,-8.517,-18.475,0.8,-2.42,0.02,0.66,0.12
204,36,0.177026,120,0.488193,87.94,0.4,4,0.6,-5.232,4.738,-18.279,0.85,-2.38,0.02,0.59,0.13
205,36,0.177026,120,0.488193,87.94,0.4,4,0.6,-5.232,4.738,-18.279,0.85,-2.38,0.02,0.59,0.13
206,36,0.177026,120,0.488193,87.95,-0.21,4,0.6,2.526,-1.102,-18.407,0.87,-2.43,0.02,0.65,0.17
207,36,0.177026,120,0.488193,87.95,-0.21,4,0.6,2.526,-1.102,-18.407,0.87,-2.43,0.02,0.65,0.17
208,36,0.177026,120,0.488193,87.95,0.19,4,0.59,-3.938,7.061,-2.102,0.86,-2.25,0.02,0.64,0.18
209,36,0.177026,120,0.488193,87.95,0.44,4,0.59,-7.284,-0.672,-10.674,0.88,-2.14,0.02,0.52,0.24
210,36,0.177026,120,0.488193,87.95,0.44,4,0.59,-7.284,-0.672,-10.674,0.88,-2.14,0.02,0.52,0.24
211,36,0.177026,120,0.488193,87.95,0.13,4,0.59,-6.316,6.561,-3.319,0.92,-2.2,0.02,0.59,0.26
212,36,0.177026,120,0.488193,87.95,0.13,4,0.59,-6.316,6.561,-3.319,0.92,-2.2,0.02,0.59,0.26
213,36,0.177026,120,0.488193,87.95,0.66,4,0.61,2.979,1.263,-7.787,0.94,-2.18,0.02,0.57,0.27
